,Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
240,305,Adam Masina,ma MAR,DF,Watford,28-076,1994.0,11,11,866,9.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.02,0.05,0.08,0.02,0.08,Matches,33466.36538461538,1740251,18464.21153846154,960139,27884.615384615383,1450000,15384.615384615385,800000,37888.019230769234,1970177,20903.73076923077,1086994,2-yrs,3480503,1920277,2900000,1600000,3940355,2173989,Reserve,D,LB,28,Morocco,Watford
241,306,Arthur Masuaku,cd COD,DFFW,West Ham,28-132,1993.0,11,4,505,5.6,1,1,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,0.1,0.1,0.9,1.0,0.02,0.16,0.17,0.02,0.17,Matches,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,3-yrs,7489082,4104593,6240000,3420000,8478556,4646901,Reserve,D,LB,28,Democratic Republic of the Congo,West Ham
242,307,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24-264,1997.0,14,7,652,7.2,3,1,3,0,0,1,0,0.41,0.14,0.55,0.41,0.55,2.5,2.5,1.1,3.6,0.34,0.15,0.5,0.34,0.5,Matches,64163.11538461538,3336482,35312.78846153846,1836265,53461.53846153846,2780000,29423.07692307692,1530000,72640.5,3777306,39978.40384615384,2078877,5-yrs,16682410,9181327,13900000,7650000,18886528,10394384,Starter,F,CF,24,France,Crystal Palace
243,310,Neal Maupay,fr FRA,FW,Brighton,25-217,1996.0,27,23,2047,22.7,8,2,7,1,1,6,0,0.35,0.09,0.44,0.31,0.4,6.2,5.4,2.1,7.5,0.27,0.09,0.36,0.24,0.33,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,2-yrs,6240902,3432496,5200000,2860000,7065464,3886005,Reserve,F,CF,25,France,Brighton
244,311,Bryan Mbeumo,fr FRA,FW,Brentford,22-224,1999.0,26,25,2139,23.8,3,3,2,1,1,4,0,0.13,0.13,0.25,0.08,0.21,6.7,6.0,2.2,8.2,0.28,0.09,0.38,0.25,0.34,Matches,24003.46153846154,1248180,13155.75,684099,20000.0,1040000,10961.53846153846,570000,27174.865384615383,1413093,14893.923076923076,774484,5-yrs,6240902,3420494,5200000,2850000,7065464,3872418,Reserve,F,RW,22,France,Brentford
245,312,James McArthur,sct SCO,MF,Crystal Palace,34-163,1987.0,15,13,1165,12.9,0,2,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,0.3,0.3,0.9,1.2,0.02,0.07,0.09,0.02,0.09,Matches,66009.53846153847,3432496,36236.0,1884272,55000.0,2860000,30192.30769230769,1570000,74730.86538461539,3886005,41023.59615384616,2133227,1-yr,3432496,1884272,2860000,1570000,3886005,2133227,Reserve,M,CM,34,Scotland,Crystal Palace
246,315,Liam McCarron,sct SCO,FW,Leeds United,21-012,2001.0,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,923.2115384615385,48007,461.59615384615387,24003,769.2307692307693,40000,384.61538461538464,20000,1045.1923076923076,54350,522.5961538461538,27175,1-yr,48007,24003,40000,20000,54350,27175,Reserve,D,LB,20,Scotland,Leeds
247,316,Alex McCarthy,eng ENG,GK,Southampton,32-106,1989.0,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,1-yr,3120451,1716248,2600000,1430000,3532732,1943002,Reserve,K,GK,32,England,Southampton
248,317,John McGinn,sct SCO,MF,Aston Villa,27-152,1994.0,25,25,2190,24.3,3,2,3,0,0,6,0,0.12,0.08,0.21,0.12,0.21,1.2,1.2,3.3,4.5,0.05,0.13,0.18,0.05,0.18,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,4-yrs,6240902,3456499,5200000,2880000,7065464,3913180,Starter,M,CM,27,Scotland,Aston Villa
249,319,Kenny McLean,sct SCO,MF,Norwich City,30-070,1992.0,27,25,2365,26.3,1,0,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,1.8,1.8,0.5,2.3,0.07,0.02,0.09,0.07,0.09,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,2-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Starter,M,CM,30,Scotland,Norwich
250,320,Dwight McNeil,eng ENG,MF,Burnley,22-117,1999.0,27,26,2343,26.0,0,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,1.6,1.6,3.1,4.7,0.06,0.12,0.18,0.06,0.18,Matches,6000.865384615385,312045,3231.230769230769,168024,5000.0,260000,2692.3076923076924,140000,6793.711538461538,353273,3658.153846153846,190224,3-yrs,936135,504073,780000,420000,1059820,570672,Starter,F,LW,22,England,Burnley
251,321,Scott McTominay,sct SCO,MF,Manchester Utd,25-101,1996.0,24,22,1883,20.9,1,1,1,0,0,8,0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,1.4,2.2,0.04,0.07,0.11,0.04,0.11,Matches,72010.40384615384,3744541,39698.03846153846,2064298,60000.0,3120000,33076.92307692308,1720000,81524.57692307692,4239278,44943.03846153846,2337038,4-yrs,14978164,8257193,12480000,6880000,16957113,9348152,Starter,M,DM,25,Scotland,Manchester United
252,322,Ben Mee,eng ENG,DF,Burnley,32-177,1989.0,21,21,1839,20.4,3,0,3,0,0,3,0,0.15,0.0,0.15,0.15,0.15,1.8,1.8,0.1,1.9,0.09,0.0,0.09,0.09,0.09,Matches,66009.53846153847,3432496,36236.0,1884272,55000.0,2860000,30192.30769230769,1570000,74730.86538461539,3886005,41023.59615384616,2133227,1-yr,3432496,1884272,2860000,1570000,3886005,2133227,Starter,D,CB,32,England,Burnley
253,323,Benjamin Mendy,fr FRA,DF,Manchester City,27-245,1994.0,1,1,78,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,Matches,108015.6153846154,5616812,59316.269230769234,3084446,90000.0,4680000,49423.07692307692,2570000,122286.8653846154,6358917,67153.26923076923,3491970,2-yrs,11233623,6168891,9360000,5140000,12717834,6983939,Reserve,D,LB,27,France,Manchester City
254,324,Edouard Mendy,sn SEN,GK,Chelsea,30-018,1992.0,24,24,2160,24.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,62316.69230769231,3240468,34389.57692307692,1788258,51923.07692307692,2700000,28653.846153846152,1490000,70550.11538461539,3668606,38933.21153846154,2024527,4-yrs,12961873,7153033,10800000,5960000,14674424,8098108,Reserve,K,GK,29,Senegal,Chelsea
255,325,Nampalys Mendy,sn SEN,MF,Leicester City,29-269,1992.0,2,1,75,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,66009.53846153847,3432496,36236.0,1884272,55000.0,2860000,30192.30769230769,1570000,74730.86538461539,3886005,41023.59615384616,2133227,2-yrs,6864992,3768544,5720000,3140000,7772010,4266453,Reserve,M,DM,29,Senegal,Leicester
256,326,Illan Meslier,fr FRA,GK,Leeds United,22-017,2000.0,30,30,2664,29.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,26311.5,1368198,14540.557692307691,756109,21923.07692307692,1140000,12115.384615384615,630000,29787.82692307692,1548967,16461.69230769231,856008,5-yrs,6840988,3780546,5700000,3150000,7744835,4280040,Starter,K,GK,21,France,Leeds
257,328,James Milner,eng ENG,MFDF,Liverpool,36-074,1986.0,19,7,635,7.1,0,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,0.2,0.2,1.4,1.7,0.03,0.2,0.24,0.03,0.24,Matches,168024.26923076922,8737262,92321.03846153848,4800694,140000.0,7280000,76923.07692307692,4000000,190224.0192307692,9891649,104518.69230769233,5434972,1-yr,8737262,4800694,7280000,4000000,9891649,5434972,Reserve,M,CM,36,England,Liverpool
258,329,Yerry Mina,co COL,DF,Everton,27-177,1994.0,10,8,649,7.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.04,0.0,0.04,0.04,0.04,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,2-yrs,14978164,8233190,12480000,6860000,16957113,9320977,Starter,D,CB,27,Colombia,Everton
259,330,Takumi Minamino,jp JPN,FWMF,Liverpool,27-062,1995.0,10,0,96,1.1,2,0,2,0,0,1,0,1.87,0.0,1.87,1.87,1.87,1.5,1.5,0.4,1.9,1.4,0.42,1.82,1.4,1.82,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,3-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Reserve,F,LW,27,Japan,Liverpool
260,331,Tyrone Mings,eng ENG,DF,Aston Villa,29-006,1993.0,26,25,2289,25.4,1,3,1,0,0,8,0,0.04,0.12,0.16,0.04,0.16,1.2,1.2,1.2,2.4,0.05,0.05,0.09,0.05,0.09,Matches,96013.8653846154,4992721,52853.78846153846,2748397,80000.0,4160000,44038.46153846154,2290000,108699.44230769233,5652371,59836.94230769231,3111521,3-yrs,14978164,8245191,12480000,6870000,16957113,9334564,Starter,D,CB,28,England,Aston Villa
261,332,Tyrick Mitchell,eng ENG,DF,Crystal Palace,22-199,1999.0,29,29,2600,28.9,0,2,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,0.3,0.3,1.2,1.4,0.01,0.04,0.05,0.01,0.05,Matches,34620.38461538462,1800260,19156.615384615383,996144,28846.153846153848,1500000,15961.53846153846,830000,39194.5,2038114,21687.634615384617,1127757,4-yrs,7201040,3984576,6000000,3320000,8152458,4511027,Starter,D,LB,22,England,Crystal Palace
262,333,Jakub Moder,pl POL,MFFW,Brighton,22-346,1999.0,27,19,1696,18.8,0,3,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,2.4,2.4,1.7,4.1,0.13,0.09,0.22,0.13,0.22,Matches,12001.73076923077,624090,6693.269230769231,348050,10000.0,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,4-yrs,2496361,1392201,2080000,1160000,2826185,1576142,Starter,M,CM,22,Poland,Brighton
263,336,Mason Mount,eng ENG,MFFW,Chelsea,23-068,1999.0,24,19,1667,18.5,8,7,7,1,1,2,0,0.43,0.38,0.81,0.38,0.76,6.7,6.0,4.7,10.7,0.36,0.26,0.62,0.32,0.58,Matches,106169.19230769233,5520798,58393.057692307695,3036439,88461.53846153847,4600000,48653.84615384616,2530000,120196.5,6250218,66108.07692307692,3437620,3-yrs,16562393,9109316,13800000,7590000,18750653,10312859,Starter,F,AM,23,England,Chelsea
264,337,Lucas Moura,br BRA,FWMF,Tottenham,29-218,1992.0,25,17,1540,17.1,2,4,2,0,0,3,0,0.12,0.23,0.35,0.12,0.35,3.3,3.3,3.1,6.4,0.2,0.18,0.37,0.2,0.37,Matches,96013.8653846154,4992721,52853.78846153846,2748397,80000.0,4160000,44038.46153846154,2290000,108699.44230769233,5652371,59836.94230769231,3111521,3-yrs,14978164,8245191,12480000,6870000,16957113,9334564,Starter,F,RW,29,Brazil,Tottenham
265,338,João Moutinho,pt POR,MF,Wolves,35-192,1986.0,27,26,2256,25.1,2,1,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,0.8,0.8,2.2,3.0,0.03,0.09,0.12,0.03,0.12,Matches,120017.34615384616,6240902,66009.53846153847,3432496,100000.0,5200000,55000.0,2860000,135874.3076923077,7065464,74730.86538461539,3886005,1-yr,6240902,3432496,5200000,2860000,7065464,3886005,Reserve,M,CM,35,Portugal,Wolverhampton
266,340,Jacob Murphy,eng ENG,DFFW,Newcastle Utd,27-023,1995.0,24,12,1219,13.5,1,1,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,2.1,2.1,1.7,3.7,0.15,0.12,0.28,0.15,0.28,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,6-yrs,9361353,5184749,7800000,4320000,10598195,5869770,Reserve,F,RW,26,England,Newcastle
267,341,Enock Mwepu,zm ZAM,MF,Brighton,24-077,1998.0,11,7,639,7.1,1,3,1,0,0,1,0,0.14,0.42,0.56,0.14,0.56,1.4,1.4,1.1,2.5,0.2,0.16,0.36,0.2,0.36,Matches,36928.40384615384,1920277,20310.634615384617,1056153,30769.23076923077,1600000,16923.076923076922,880000,41807.480769230766,2173989,22994.115384615383,1195694,4-yrs,7681110,4224610,6400000,3520000,8695955,4782775,Reserve,M,CM,24,Zambia,Brighton
268,342,Vitaliy Mykolenko,ua UKR,DF,Everton,22-294,1999.0,3,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.1,Matches,38544.03846153846,2004290,21233.846153846152,1104160,32115.384615384617,1670000,17692.30769230769,920000,43636.557692307695,2269101,24039.30769230769,1250044,5-yrs,10021448,5520798,8350000,4600000,11345504,6250218,Reserve,D,LB,22,Ukraine,Everton
269,343,Marvelous Nakamba,zw ZIM,MF,Aston Villa,28-059,1994.0,12,8,758,8.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches,39005.63461538462,2028293,21464.634615384617,1116161,32500.0,1690000,17884.615384615383,930000,44159.15384615384,2296276,24300.596153846152,1263631,3-yrs,6084879,3348484,5070000,2790000,6888827,3790893,Reserve,M,DM,28,Zimbabwe,Aston Villa
270,344,Wilfred Ndidi,ng NGA,MFDF,Leicester City,25-093,1996.0,19,18,1618,18.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.06,0.0,0.06,0.06,0.06,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,3-yrs,14042029,7741118,11700000,6450000,15897293,8763892,Starter,M,DM,25,Nigeria,Leicester
271,347,Pedro Neto,pt POR,MFFW,Wolves,22-010,2000.0,5,1,133,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.27,0.12,0.39,0.27,0.39,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,4-yrs,12481803,6864992,10400000,5720000,14130927,7772010,Reserve,F,LW,21,Portugal,Wolverhampton
272,348,Rúben Neves,pt POR,MF,Wolves,25-006,1997.0,28,26,2270,25.2,4,2,4,0,0,9,0,0.16,0.08,0.24,0.16,0.24,1.1,1.1,1.7,2.8,0.04,0.07,0.11,0.04,0.11,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,3-yrs,9361353,5148744,7800000,4290000,10598195,5829007,Starter,M,DM,24,Portugal,Wolverhampton
273,349,Jeremy Ngakia,eng ENG,DF,Watford,21-193,2000.0,13,6,633,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches,3000.442307692308,156023,1615.6153846153843,84012,2500.0,130000,1346.1538461538462,70000,3396.8653846153848,176637,1829.076923076923,95112,3-yrs,468068,252036,390000,210000,529910,285336,Reserve,D,RB,21,England,Watford
274,350,Saúl Ñíguez,es ESP,DFMF,Chelsea,27-118,1994.0,8,4,345,3.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,0.04,0.06,0.1,0.04,0.1,Matches,237957.46153846156,12373788,130865.05769230767,6804983,198269.2307692308,10310000,109038.46153846152,5670000,269396.92307692306,14008640,148155.25,7704073,1-yr,12373788,6804983,10310000,5670000,14008640,7704073,Reserve,M,CM,27,Spain,Chelsea
275,351,Eddie Nketiah,eng ENG,FWMF,Arsenal,22-293,1999.0,10,0,112,1.2,0,1,0,0,0,1,0,0.0,0.8,0.8,0.0,0.8,0.4,0.4,0.7,1.1,0.32,0.55,0.87,0.32,0.87,Matches,54007.807692307695,2808406,29773.53846153846,1548224,45000.0,2340000,24807.69230769231,1290000,61143.44230769231,3179459,33707.269230769234,1752778,1-yr,2808406,1548224,2340000,1290000,3179459,1752778,Reserve,F,CF,22,England,Arsenal
276,353,Mark Noble,eng ENG,MF,West Ham,34-315,1987.0,5,1,126,1.4,1,0,0,1,2,0,0,0.71,0.0,0.71,0.0,0.0,1.5,0.0,0.2,0.2,1.09,0.14,1.22,0.0,0.14,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,1-yr,3120451,1716248,2600000,1430000,3532732,1943002,Reserve,M,CM,34,England,West Ham
277,354,Mathias Normann,no NOR,MF,Norwich City,25-295,1996.0,16,13,1069,11.9,1,1,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,0.8,0.8,0.4,1.2,0.06,0.04,0.1,0.06,0.1,Matches,24465.07692307692,1272184,13386.557692307691,696101,20384.615384615383,1060000,11153.846153846154,580000,27697.46153846154,1440268,15155.21153846154,788071,1-yr,1272184,696101,1060000,580000,1440268,788071,Reserve,M,DM,25,Norway,Norwich
278,356,Angelo Ogbonna,it ITA,DF,West Ham,33-300,1988.0,11,11,921,10.2,1,0,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,Matches,84012.13461538461,4368631,46160.519230769234,2400347,70000.0,3640000,38461.53846153846,2000000,95112.01923076923,4945825,52259.34615384616,2717486,1-yr,4368631,2400347,3640000,2000000,4945825,2717486,Reserve,D,CB,33,Italy,West Ham
279,357,Michael Olise,fr FRA,FWMF,Crystal Palace,20-097,2001.0,22,10,971,10.8,2,5,2,0,0,3,0,0.19,0.46,0.65,0.19,0.65,1.2,1.2,3.0,4.2,0.11,0.27,0.39,0.11,0.39,Matches,57008.230769230766,2964428,31389.153846153848,1632236,47500.0,2470000,26153.846153846152,1360000,64540.28846153846,3356095,35536.34615384616,1847890,5-yrs,14822141,8161179,12350000,6800000,16780476,9239452,Starter,F,AM,20,France,Crystal Palace
280,358,Andrew Omobamidele,ie IRL,DF,Norwich City,19-269,2002.0,5,4,382,4.2,1,0,1,0,0,1,0,0.24,0.0,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.0,0.08,0.08,0.08,Matches,14540.557692307691,756109,8078.096153846154,420061,12115.384615384615,630000,6730.769230769231,350000,16461.69230769231,856008,9145.384615384615,475560,3-yrs,2268328,1260182,1890000,1050000,2568024,1426680,Reserve,D,CB,19,Ireland,Norwich
281,360,Frank Onyeka,ng NGA,MF,Brentford,24-077,1998.0,20,12,1045,11.6,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,0.1,0.02,0.11,0.1,0.11,Matches,22157.03846153846,1152166,12232.53846153846,636092,18461.53846153846,960000,10192.307692307691,530000,25084.48076923077,1304393,13848.73076923077,720134,5-yrs,5760832,3180460,4800000,2650000,6521966,3600669,Starter,M,CM,24,Nigeria,Brentford
282,361,Divock Origi,be BEL,FW,Liverpool,26-335,1995.0,5,0,76,0.8,2,0,2,0,0,0,0,2.37,0.0,2.37,2.37,2.37,0.8,0.8,0.0,0.8,1.01,0.0,1.01,1.01,1.01,Matches,72010.40384615384,3744541,39698.03846153846,2064298,60000.0,3120000,33076.92307692308,1720000,81524.57692307692,4239278,44943.03846153846,2337038,1-yr,3744541,2064298,3120000,1720000,4239278,2337038,Reserve,F,CF,26,Belgium,Liverpool
283,362,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,28-216,1993.0,17,9,785,8.7,2,1,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,1.2,1.2,0.9,2.1,0.14,0.11,0.24,0.14,0.24,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,2-yrs,14978164,8233190,12480000,6860000,16957113,9320977,Reserve,M,CM,28,England,Liverpool
284,363,Cole Palmer,eng ENG,FWMF,Manchester City,19-317,2002.0,4,1,123,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.23,0.17,0.39,0.23,0.39,Matches,16156.173076923076,840121,9001.307692307691,468068,13461.53846153846,700000,7500.0,390000,18290.76923076923,951120,10190.576923076924,529910,5-yrs,4200607,2340338,3500000,1950000,4755600,2649549,Reserve,F,AM,19,England,Manchester City
285,365,Thomas Partey,gh GHA,MF,Arsenal,28-279,1993.0,22,21,1864,20.7,2,1,2,0,0,4,0,0.1,0.05,0.14,0.1,0.14,2.4,2.4,1.2,3.6,0.11,0.06,0.17,0.11,0.17,Matches,240034.67307692303,12481803,132019.07692307694,6864992,200000.0,10400000,110000.0,5720000,271748.5961538461,14130927,149461.73076923078,7772010,4-yrs,49927213,27459967,41600000,22880000,56523709,31088040,Starter,M,DM,28,Ghana,Arsenal
286,366,João Pedro,br BRA,FWMF,Watford,20-174,2001.0,20,8,1021,11.3,2,1,2,0,0,1,0,0.18,0.09,0.26,0.18,0.26,2.3,2.3,2.0,4.3,0.2,0.18,0.38,0.2,0.38,Matches,15002.173076923076,780113,8308.884615384615,432062,12500.0,650000,6923.076923076923,360000,16984.28846153846,883183,9406.673076923076,489147,4-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Reserve,F,CF,20,Brazil,Watford
287,367,Nicolas Pépé,ci CIV,FWMF,Arsenal,26-294,1995.0,14,5,582,6.5,1,1,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,2.5,2.5,1.6,4.2,0.39,0.25,0.64,0.39,0.64,Matches,168024.26923076922,8737262,92321.03846153848,4800694,140000.0,7280000,76923.07692307692,4000000,190224.0192307692,9891649,104518.69230769233,5434972,3-yrs,26211787,14402081,21840000,12000000,29674947,16304916,Reserve,F,RW,26,Cote d&#39;Ivoire,Arsenal
288,368,Ricardo Pereira,pt POR,DF,Leicester City,28-164,1993.0,12,12,880,9.8,1,2,1,0,0,3,0,0.1,0.2,0.31,0.1,0.31,0.7,0.7,1.2,1.8,0.07,0.12,0.19,0.07,0.19,Matches,84012.13461538461,4368631,46160.519230769234,2400347,70000.0,3640000,38461.53846153846,2000000,95112.01923076923,4945825,52259.34615384616,2717486,2-yrs,8737262,4800694,7280000,4000000,9891649,5434972,Reserve,D,RB,28,Portugal,Leicester
289,369,Ayoze Pérez,es ESP,FWMF,Leicester City,28-239,1993.0,8,3,220,2.4,0,2,0,0,0,0,1,0.0,0.82,0.82,0.0,0.82,1.0,1.0,0.7,1.7,0.43,0.27,0.69,0.43,0.69,Matches,54007.807692307695,2808406,29773.53846153846,1548224,45000.0,2340000,24807.69230769231,1290000,61143.44230769231,3179459,33707.269230769234,1752778,2-yrs,5616812,3096447,4680000,2580000,6358917,3505557,Reserve,F,SS,28,Spain,Leicester
290,371,Romain Perraud,fr FRA,DF,Southampton,24-178,1997.0,15,14,1209,13.4,0,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.7,0.7,0.5,1.1,0.05,0.04,0.09,0.05,0.09,Matches,47083.730769230766,2448354,25849.884615384617,1344194,39230.769230769234,2040000,21538.46153846154,1120000,53304.53846153846,2771836,29265.23076923077,1521792,4-yrs,9793415,5376777,8160000,4480000,11087343,6087169,Starter,D,LB,24,France,Southampton
291,372,Kalvin Phillips,eng ENG,MF,Leeds United,26-107,1995.0,12,12,999,11.1,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,0.5,0.5,0.2,0.7,0.05,0.02,0.06,0.05,0.06,Matches,5308.461538461538,276040,3000.442307692308,156023,4423.076923076923,230000,2500.0,130000,6009.826923076923,312511,3396.8653846153848,176637,3-yrs,828120,468068,690000,390000,937533,529910,Reserve,M,DM,26,England,Leeds
292,374,Jordan Pickford,eng ENG,GK,Everton,28-012,1994.0,25,25,2250,25.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,120017.34615384616,6240902,66009.53846153847,3432496,100000.0,5200000,55000.0,2860000,135874.3076923077,7065464,74730.86538461539,3886005,3-yrs,18722705,10297488,15600000,8580000,21196391,11658015,Starter,K,GK,27,England,Everton
293,375,Erik Pieters,nl NED,DF,Burnley,33-224,1988.0,11,8,711,7.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches,57700.65384615384,3000434,31850.75,1656239,48076.92307692308,2500000,26538.46153846154,1380000,65324.19230769231,3396858,36058.94230769231,1875065,1-yr,3000434,1656239,2500000,1380000,3396858,1875065,Starter,D,LB,33,Netherlands,Burnley
294,376,Ethan Pinnock,jm JAM,DF,Brentford,28-294,1993.0,28,28,2404,26.7,1,1,1,0,0,0,0,0.04,0.04,0.07,0.04,0.07,1.5,1.5,1.2,2.8,0.06,0.05,0.1,0.06,0.1,Matches,18002.596153846152,936135,9924.51923076923,516075,15000.0,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,4-yrs,3744541,2064298,3120000,1720000,4239278,2337038,Starter,D,CB,28,Jamaica,Brentford
295,377,Daniel Podence,pt POR,FWMF,Wolves,26-149,1995.0,24,14,1401,15.6,2,3,2,0,0,2,0,0.13,0.19,0.32,0.13,0.32,1.8,1.8,3.7,5.5,0.12,0.23,0.35,0.12,0.35,Matches,72010.40384615384,3744541,39698.03846153846,2064298,60000.0,3120000,33076.92307692308,1720000,81524.57692307692,4239278,44943.03846153846,2337038,3-yrs,11233623,6192895,9360000,5160000,12717834,7011114,Starter,F,RW,26,Portugal,Wolverhampton
