,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
1385,Damien Le Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1990,28,28,2458,27.3,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.7,1.6,0.03,0.03,0.06,0.03,0.06,Matches
1386,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,23,1996,20,12,1079,12.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,1.7,0.07,0.07,0.14,0.07,0.14,Matches
1387,Rafael Leão,pt POR,FW,Milan,it Serie A,20,1999,31,12,1404,15.6,6,1,6,0,0,0,0,0.38,0.06,0.45,0.38,0.45,5.0,5.0,3.1,8.1,0.32,0.20,0.52,0.32,0.52,Matches
1388,Adrien Lebeau,fr FRA,MFFW,Strasbourg,fr Ligue 1,20,1999,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1389,Mathew Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28,1991,7,1,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
1390,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1391,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,26,25,2252,25.0,5,6,5,0,0,5,0,0.20,0.24,0.44,0.20,0.44,3.5,3.5,4.3,7.8,0.14,0.17,0.31,0.14,0.31,Matches
1392,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,10,8,842,9.4,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
1393,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,27,1991,33,21,1719,19.1,4,0,4,0,0,3,0,0.21,0.00,0.21,0.21,0.21,5.5,5.5,1.7,7.2,0.29,0.09,0.38,0.29,0.38,Matches
1394,Toni Leistner,de GER,DF,Köln,de Bundesliga,28,1990,13,11,1012,11.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
1395,Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,9,7,685,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07,Matches
1396,Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,25,23,1808,20.1,0,1,0,0,0,10,1,0.00,0.05,0.05,0.00,0.05,0.6,0.6,1.9,2.5,0.03,0.09,0.12,0.03,0.12,Matches
1397,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,6,4,442,4.9,2,0,2,0,0,0,0,0.41,0.00,0.41,0.41,0.41,0.6,0.6,0.1,0.6,0.12,0.01,0.13,0.12,0.13,Matches
1398,Iñigo Lekue,es ESP,FWDF,Athletic Club,es La Liga,26,1993,14,6,623,6.9,0,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.8,1.0,0.02,0.12,0.14,0.02,0.14,Matches
1399,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1400,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,22,10,925,10.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,1.0,0.05,0.04,0.09,0.05,0.09,Matches
1401,Tim Lemperle,de GER,FWMF,Köln,de Bundesliga,17,2002,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.44,0.00,0.44,0.44,0.44,Matches
1402,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,28,28,2424,26.9,2,1,2,0,0,11,2,0.07,0.04,0.11,0.07,0.11,0.9,0.9,0.5,1.4,0.03,0.02,0.05,0.03,0.05,Matches
1403,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,16,4,496,5.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
1404,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,30,30,2649,29.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1405,Christopher Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,26,26,2267,25.2,0,3,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.6,0.6,2.6,3.2,0.02,0.10,0.13,0.02,0.13,Matches
1406,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,2,1,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1407,Pedro León,es ESP,MFFW,Eibar,es La Liga,32,1986,31,23,1896,21.1,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,3.0,3.0,4.2,7.2,0.14,0.20,0.34,0.14,0.34,Matches
1408,Sergio León,es ESP,FW,Levante,es La Liga,30,1989,22,6,672,7.5,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,2.4,2.4,0.1,2.5,0.32,0.01,0.33,0.32,0.33,Matches
1409,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,21,15,1387,15.4,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,1.6,2.8,0.08,0.10,0.18,0.08,0.18,Matches
1410,Mehdi Léris,fr FRA,MFFW,Sampdoria,it Serie A,21,1998,15,3,509,5.7,1,1,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35,0.8,0.6,0.5,1.0,0.14,0.08,0.22,0.10,0.18,Matches
1411,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,33,31,2703,30.0,1,2,1,0,0,13,1,0.03,0.07,0.10,0.03,0.10,1.2,1.2,1.8,3.0,0.04,0.06,0.10,0.04,0.10,Matches
1412,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1413,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,31,31,2759,30.7,34,4,29,5,5,5,0,1.11,0.13,1.24,0.95,1.08,27.5,23.7,5.7,29.4,0.90,0.19,1.08,0.77,0.96,Matches
1414,Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,28,25,2304,25.6,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.4,0.4,1.0,1.3,0.01,0.04,0.05,0.01,0.05,Matches
1415,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,22,6,777,8.6,2,0,1,1,2,2,0,0.23,0.00,0.23,0.12,0.12,4.9,3.4,0.2,3.5,0.56,0.02,0.59,0.39,0.41,Matches
1416,Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,20,17,1343,14.9,0,1,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.6,0.6,0.00,0.04,0.04,0.00,0.04,Matches
1417,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,22,16,1489,16.5,2,3,2,0,0,3,0,0.12,0.18,0.30,0.12,0.30,1.6,1.6,2.7,4.3,0.10,0.17,0.26,0.10,0.26,Matches
1418,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,22,20,1817,20.2,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,1.0,1.0,0.7,1.7,0.05,0.03,0.08,0.05,0.08,Matches
1419,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,29,26,2450,27.2,4,0,4,0,0,5,0,0.15,0.00,0.15,0.15,0.15,2.6,2.6,0.3,2.9,0.10,0.01,0.11,0.10,0.11,Matches
1420,Isaac Lihadji,fr FRA,DFMF,Marseille,fr Ligue 1,17,2002,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1421,Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,4,2,195,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.02,0.06,0.08,0.02,0.08,Matches
1422,Anderson Lima,br BRA,MF,Lazio,it Serie A,19,1999,6,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.21,0.33,0.54,0.21,0.54,Matches
1423,Lucas Lima,br BRA,FWDF,Nantes,fr Ligue 1,27,1991,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.04,0.10,0.14,0.04,0.14,Matches
1424,Anthony Limbombe,be BEL,FWMF,Nantes,fr Ligue 1,25,1994,4,2,151,1.7,1,0,1,0,0,0,0,0.60,0.00,0.60,0.60,0.60,0.3,0.3,0.1,0.4,0.18,0.05,0.23,0.18,0.23,Matches
1425,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,1994,35,35,3092,34.4,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,0.4,0.4,0.3,0.7,0.01,0.01,0.02,0.01,0.02,Matches
1426,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,28,22,2019,22.4,4,3,4,0,0,4,0,0.18,0.13,0.31,0.18,0.31,1.7,1.7,2.1,3.8,0.08,0.09,0.17,0.08,0.17,Matches
1427,Jesse Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,26,1992,22,9,935,10.4,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,2.7,2.7,0.9,3.6,0.26,0.09,0.35,0.26,0.35,Matches
1428,Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,35,30,2648,29.4,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,1.5,1.5,2.8,4.3,0.05,0.09,0.15,0.05,0.15,Matches
1429,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,29,27,2327,25.9,1,1,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,1.0,1.0,0.2,1.2,0.04,0.01,0.05,0.04,0.05,Matches
1430,Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,1985,17,3,501,5.6,3,1,3,0,0,1,0,0.54,0.18,0.72,0.54,0.72,4.7,4.7,0.7,5.4,0.84,0.12,0.96,0.84,0.96,Matches
1431,Marcos Llorente,es ESP,MFFW,Atlético Madrid,es La Liga,24,1995,29,16,1368,15.2,3,3,3,0,0,4,0,0.20,0.20,0.39,0.20,0.39,1.9,1.9,3.0,4.8,0.12,0.20,0.32,0.12,0.32,Matches
1432,Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1433,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,21,21,1807,20.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1434,Giovani Lo Celso,ar ARG,MFFW,Tottenham,eng Premier League,23,1996,28,15,1492,16.6,0,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,1.2,1.2,2.1,3.3,0.08,0.12,0.20,0.08,0.20,Matches
1435,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,14,9,752,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.04,0.01,0.04,Matches
1436,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,17,17,1383,15.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.01,0.03,0.04,0.01,0.04,Matches
1437,Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,11,5,530,5.9,4,0,3,1,1,1,0,0.68,0.00,0.68,0.51,0.51,3.0,2.2,0.1,2.3,0.51,0.02,0.53,0.38,0.40,Matches
1438,Jürgen Locadia,nl NED,MFFW,Brighton,eng Premier League,25,1993,2,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.35,0.00,0.35,0.35,0.35,Matches
1439,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,33,31,2586,28.7,0,5,0,0,0,9,0,0.00,0.17,0.17,0.00,0.17,1.7,1.7,4.3,6.0,0.06,0.15,0.21,0.06,0.21,Matches
1440,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,32,28,2396,26.6,1,2,1,0,0,6,1,0.04,0.08,0.11,0.04,0.11,0.9,0.9,1.6,2.5,0.03,0.06,0.09,0.03,0.09,Matches
1441,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,23,1996,7,2,208,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.5,0.5,0.3,0.8,0.23,0.13,0.36,0.23,0.36,Matches
1442,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,5,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
1443,Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,8,6,564,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
1444,Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,26,15,1395,15.5,2,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,4.8,4.8,1.4,6.2,0.31,0.09,0.40,0.31,0.40,Matches
1445,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,9,6,575,6.4,2,0,2,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.4,0.4,0.2,0.6,0.07,0.03,0.10,0.07,0.10,Matches
1446,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,23,14,1378,15.3,1,1,1,0,0,2,1,0.07,0.07,0.13,0.07,0.13,0.9,0.9,1.0,1.9,0.06,0.06,0.13,0.06,0.13,Matches
1447,Ademola Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,21,1997,11,1,309,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.5,1.5,0.29,0.14,0.43,0.29,0.43,Matches
1448,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,26,2340,26.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
1449,Rony Lopes,pt POR,FWMF,Sevilla,es La Liga,23,1995,5,2,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
1450,Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,1,1,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.23,0.00,0.23,0.23,0.23,Matches
1451,Adrián López,es ESP,FWMF,Osasuna,es La Liga,31,1988,26,17,1443,16.0,2,0,1,1,1,0,0,0.12,0.00,0.12,0.06,0.06,2.6,1.8,2.0,3.9,0.16,0.13,0.29,0.12,0.24,Matches
1452,David López,es ESP,DFMF,Espanyol,es La Liga,29,1989,32,29,2455,27.3,4,2,4,0,0,5,1,0.15,0.07,0.22,0.15,0.22,1.1,1.1,1.1,2.3,0.04,0.04,0.08,0.04,0.08,Matches
1453,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,36,36,3232,35.9,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1454,Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,17,16,1384,15.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.0,1.0,0.01,0.06,0.07,0.01,0.07,Matches
1455,Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1456,Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,4,3,300,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
1457,Maxime Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,23,13,1110,12.3,0,3,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.8,0.8,0.8,1.6,0.06,0.06,0.13,0.06,0.13,Matches
1458,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,32,2880,32.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1459,Roberto López,es ESP,MFFW,Real Sociedad,es La Liga,19,2000,3,0,51,0.6,0,1,0,0,0,0,0,0.00,1.76,1.76,0.00,1.76,0.0,0.0,0.1,0.1,0.00,0.23,0.23,0.00,0.23,Matches
1460,Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,26,24,1787,19.9,1,4,1,0,0,6,0,0.05,0.20,0.25,0.05,0.25,0.8,0.8,3.0,3.9,0.04,0.15,0.19,0.04,0.19,Matches
1461,Losada,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,2,0,13,0.1,1,0,1,0,0,0,0,6.92,0.00,6.92,6.92,6.92,0.0,0.0,0.0,0.0,0.16,0.00,0.16,0.16,0.16,Matches
1462,Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1463,Imran Louza,ma MAR,MFFW,Nantes,fr Ligue 1,20,1999,24,22,2009,22.3,2,2,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,1.8,1.8,4.0,5.8,0.08,0.18,0.26,0.08,0.26,Matches
1464,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1465,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,10,9,777,8.6,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.4,0.6,0.03,0.04,0.07,0.03,0.07,Matches
1466,Eduard Löwen,de GER,MFFW,Augsburg,de Bundesliga,22,1997,16,7,671,7.5,2,1,2,0,0,0,0,0.27,0.13,0.40,0.27,0.40,0.7,0.7,0.8,1.5,0.10,0.10,0.20,0.10,0.20,Matches
1467,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,7,2,314,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches
1468,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,17,1530,17.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,1.0,1.0,0.00,0.06,0.06,0.00,0.06,Matches
1469,Hirving Lozano,mx MEX,FWMF,Napoli,it Serie A,24,1995,26,10,1025,11.4,4,1,4,0,0,3,0,0.35,0.09,0.44,0.35,0.44,4.1,4.1,2.1,6.2,0.36,0.18,0.54,0.36,0.54,Matches
1470,Pol Lozano,es ESP,MFFW,Espanyol,es La Liga,19,1999,5,2,173,1.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1471,Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
1472,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,11,1,200,2.2,1,0,1,0,0,3,0,0.45,0.00,0.45,0.45,0.45,0.3,0.3,0.4,0.7,0.15,0.19,0.34,0.15,0.34,Matches
1473,Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,36,36,3132,34.8,3,0,3,0,0,8,1,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.0,1.7,0.05,0.00,0.05,0.05,0.05,Matches
1474,José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,24,23,1988,22.1,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,1.7,2.2,0.02,0.08,0.10,0.02,0.10,Matches
1475,José Luis Morales,es ESP,FWMF,Levante,es La Liga,32,1987,38,29,2519,28.0,4,2,4,0,0,3,0,0.14,0.07,0.21,0.14,0.21,4.7,4.7,4.1,8.8,0.17,0.15,0.31,0.17,0.31,Matches
1476,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,30,28,2480,27.6,2,1,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,2.4,2.4,1.2,3.6,0.09,0.04,0.13,0.09,0.13,Matches
1477,José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
1478,David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,33,32,2809,31.2,2,1,2,0,0,5,2,0.06,0.03,0.10,0.06,0.10,1.9,1.9,0.9,2.8,0.06,0.03,0.09,0.06,0.09,Matches
1479,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,36,28,2612,29.0,3,2,3,0,0,8,0,0.10,0.07,0.17,0.10,0.17,2.3,2.3,1.4,3.7,0.08,0.05,0.13,0.08,0.13,Matches
1480,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,13,1,396,4.4,0,2,0,0,0,2,0,0.00,0.45,0.45,0.00,0.45,0.1,0.1,0.8,0.9,0.02,0.18,0.20,0.02,0.20,Matches
1481,Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,36,33,2979,33.1,23,2,17,6,6,2,0,0.69,0.06,0.76,0.51,0.57,20.1,15.6,5.3,20.8,0.61,0.16,0.77,0.47,0.63,Matches
1482,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,21,1997,30,24,2031,22.6,7,6,7,0,0,2,0,0.31,0.27,0.58,0.31,0.58,6.1,6.1,5.0,11.1,0.27,0.22,0.49,0.27,0.49,Matches
1483,Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,30,20,1861,20.7,1,1,1,0,0,5,1,0.05,0.05,0.10,0.05,0.10,0.9,0.9,0.6,1.5,0.04,0.03,0.07,0.04,0.07,Matches
1484,Senad Lulić,ba BIH,DF,Lazio,it Serie A,33,1986,20,20,1573,17.5,0,2,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,1.1,1.1,2.4,3.5,0.06,0.14,0.20,0.06,0.20,Matches
1485,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,34,26,2458,27.3,5,3,5,0,0,5,0,0.18,0.11,0.29,0.18,0.29,5.2,5.2,2.3,7.5,0.19,0.08,0.27,0.19,0.27,Matches
1486,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,9,5,529,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
1487,Arnaud Lusamba,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,15,11,982,10.9,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,0.6,0.6,1.8,2.4,0.05,0.17,0.22,0.05,0.22,Matches
1488,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1489,Lyanco,br BRA,DF,Torino,it Serie A,22,1997,17,15,1176,13.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.01,0.02,0.04,0.01,0.04,Matches
1490,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,20,14,1338,14.9,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.4,1.9,0.03,0.09,0.13,0.03,0.13,Matches
1491,Yann M'Vila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,23,21,1942,21.6,0,2,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,0.9,1.3,0.02,0.04,0.06,0.02,0.06,Matches
1492,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,20,1998,9,4,352,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.6,0.09,0.07,0.16,0.09,0.16,Matches
1493,Darwin Machís,ve VEN,FWMF,Granada,es La Liga,26,1993,36,20,2129,23.7,7,5,6,1,1,5,0,0.30,0.21,0.51,0.25,0.47,6.0,5.2,3.6,8.9,0.25,0.15,0.41,0.22,0.37,Matches
1494,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,2,2,95,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
1495,James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,31,29,2624,29.2,6,3,6,0,0,4,0,0.21,0.10,0.31,0.21,0.31,4.9,4.9,7.4,12.3,0.17,0.25,0.42,0.17,0.42,Matches
1496,Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,17,13,1197,13.3,1,1,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,0.6,0.6,0.7,1.3,0.05,0.05,0.10,0.05,0.10,Matches
