,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
224,Bebé,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,14.5,25,21,13,7,5,11,21,52.4,10,228,70,30.7,76,105,47,20,1,0,19,7,32,15,0,Matches
225,Bebé,pt POR,MF,Eibar,es La Liga,28,1990,0.7,0,0,0,0,0,0,0,,0,14,7,50.0,1,7,6,1,0,0,1,0,0,0,0,Matches
226,Ihlas Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,11.8,17,15,6,9,2,6,14,42.9,8,228,51,22.4,64,112,52,17,2,0,15,8,25,6,0,Matches
227,Uffe Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,0,0,0,0,0,0,1,0.0,1,4,0,0.0,0,3,1,0,0,0,0,0,0,2,0,Matches
228,Andreas Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,19.7,39,23,21,12,6,10,31,32.3,21,318,81,25.5,159,116,43,38,4,0,34,15,54,50,0,Matches
229,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,40,24,25,12,3,15,38,39.5,23,232,61,26.3,133,91,8,55,25,2,30,59,99,189,0,Matches
230,Andrea Beghetto,it ITA,DFMF,Frosinone,it Serie A,23,1994,24.7,29,19,16,9,4,10,24,41.7,14,380,95,25.0,197,126,57,42,5,0,37,14,43,57,1,Matches
231,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24.0,0,0,0,0,0,0,3,0.0,3,2,0,0.0,2,0,0,0,0,0,0,2,2,1,1,Matches
232,Valon Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,15.1,68,41,31,30,7,25,61,41.0,36,521,129,24.8,178,310,33,37,12,0,25,20,88,26,0,Matches
233,Hanno Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,29.3,43,25,23,19,1,11,48,22.9,37,581,128,22.0,221,272,88,56,12,0,44,22,65,66,0,Matches
234,Ishak Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,20.7,16,9,4,8,4,3,14,21.4,11,205,56,27.3,23,94,88,18,6,0,12,2,18,11,0,Matches
235,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25.0,36,19,22,13,1,15,35,42.9,20,184,73,39.7,110,64,10,38,12,0,26,36,72,144,1,Matches
236,Karim Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,28,1990,11.7,14,10,9,2,3,6,15,40.0,9,185,58,31.4,46,75,64,14,0,0,14,9,23,7,0,Matches
237,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,23,1995,17.0,17,10,11,3,3,7,21,33.3,14,154,50,32.5,56,64,34,37,6,0,31,16,33,37,0,Matches
238,Andrea Belotti,it ITA,FW,Torino,it Serie A,24,1993,36.7,28,18,9,10,9,6,29,20.7,23,505,131,25.9,29,236,240,54,11,0,43,13,41,22,0,Matches
239,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,19,1999,16.9,28,16,12,13,3,16,49,32.7,33,506,124,24.5,135,266,105,19,2,0,17,16,44,18,1,Matches
240,Hatem Ben Arfa,fr FRA,MFFW,Rennes,fr Ligue 1,31,1987,22.6,16,7,5,7,4,8,23,34.8,15,294,61,20.7,27,164,103,10,0,0,10,2,18,3,0,Matches
241,Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,31.2,20,18,3,11,6,1,14,7.1,13,614,157,25.6,39,257,318,25,0,0,25,8,28,5,0,Matches
242,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,22.9,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,2,1,Matches
243,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,25.4,25,16,6,15,4,10,46,21.7,36,344,89,25.9,75,151,118,26,5,2,21,15,40,27,0,Matches
244,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5.0,7,6,6,1,0,3,5,60.0,2,34,7,20.6,14,15,5,11,5,0,6,8,15,22,0,Matches
245,Lars Bender,de GER,DFMF,Leverkusen,de Bundesliga,29,1989,15.1,43,31,21,18,4,14,34,41.2,20,266,98,36.8,98,131,37,35,5,1,30,13,56,26,0,Matches
246,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,38,23,24,14,0,16,29,55.2,13,191,67,35.1,114,68,9,35,11,0,24,36,74,123,1,Matches
247,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,20,1997,0.3,1,1,1,0,0,1,2,50.0,1,15,5,33.3,12,3,0,3,0,0,3,1,2,2,0,Matches
248,Nicolas Benezet,fr FRA,MFFW,Guingamp,fr Ligue 1,27,1991,18.5,37,28,14,16,7,5,31,16.1,26,374,104,27.8,77,180,117,16,1,0,15,13,50,0,0,Matches
249,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,0,1,Matches
250,Ismaël Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,32.9,96,68,47,40,9,30,78,38.5,48,783,208,26.6,351,343,89,62,10,0,52,60,156,35,0,Matches
251,Joe Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,29.3,55,30,35,18,2,13,36,36.1,23,426,129,30.3,223,178,25,56,10,0,46,53,108,78,0,Matches
252,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34.0,69,36,53,13,3,26,39,66.7,13,308,90,29.2,201,94,13,71,27,0,44,40,109,164,1,Matches
253,Yassine Benrahou,fr FRA,MFDF,Bordeaux,fr Ligue 1,19,1999,2.0,7,3,0,6,1,1,5,20.0,4,70,18,25.7,18,33,19,3,0,0,3,2,9,1,0,Matches
254,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,23.9,63,30,35,19,9,26,51,51.0,25,313,106,33.9,184,93,36,53,10,1,43,25,88,89,1,Matches
255,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,1994,19.9,30,21,10,16,4,5,24,20.8,19,285,79,27.7,75,170,40,29,7,0,22,20,50,23,0,Matches
256,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,21,1997,22.3,50,28,22,23,5,18,56,32.1,38,548,138,25.2,150,287,111,38,8,0,30,39,89,44,1,Matches
257,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,1990,9.0,5,4,2,2,1,2,4,50.0,2,123,26,21.1,8,70,45,6,1,0,5,1,6,12,0,Matches
258,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,30,1987,32.8,18,13,4,8,6,4,17,23.5,13,442,99,22.4,19,185,238,14,2,0,12,5,23,25,0,Matches
259,Yassine Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1994,1.8,1,1,0,1,0,1,2,50.0,1,29,7,24.1,3,16,10,3,0,0,3,0,1,0,0,Matches
260,Domenico Berardi,it ITA,FWMF,Sassuolo,it Serie A,23,1994,31.9,41,23,16,13,12,18,72,25.0,54,697,140,20.1,157,332,208,39,4,0,35,30,71,22,0,Matches
261,Yuri Berchiche,es ESP,DFFW,Athletic Club,es La Liga,28,1990,34.7,56,42,29,14,13,20,56,35.7,36,477,125,26.2,219,194,64,67,10,0,57,29,85,94,1,Matches
262,Álex Berenguer,es ESP,MFFW,Torino,it Serie A,23,1995,16.5,37,27,16,16,5,11,37,29.7,26,324,81,25.0,69,148,107,24,2,0,22,4,41,6,0,Matches
263,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,26,1992,24.4,56,25,35,19,2,22,60,36.7,38,315,93,29.5,175,103,37,61,5,0,56,16,72,48,0,Matches
264,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,27,1990,19.5,22,13,10,12,0,12,29,41.4,17,268,69,25.7,72,128,68,41,4,0,37,41,63,33,0,Matches
265,Markel Bergara,es ESP,MF,Getafe,es La Liga,32,1986,0.6,2,1,0,1,1,1,2,50.0,1,15,5,33.3,1,11,3,3,0,0,3,2,4,1,0,Matches
266,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,27,1991,13.1,10,5,3,6,1,1,13,7.7,12,280,65,23.2,12,139,129,12,2,0,10,3,13,5,0,Matches
267,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,29,1989,18.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
268,Valon Berisha,xk KVX,MF,Lazio,it Serie A,25,1993,2.2,8,5,2,5,1,0,3,0.0,3,74,14,18.9,16,41,17,7,0,0,7,0,8,2,0,Matches
269,Bernard,br BRA,FWMF,Everton,eng Premier League,25,1992,23.5,54,37,22,20,12,18,66,27.3,48,450,133,29.6,150,204,96,45,2,0,43,46,100,11,0,Matches
270,Federico Bernardeschi,it ITA,FWMF,Juventus,it Serie A,24,1994,16.4,15,11,7,5,3,6,26,23.1,20,332,69,20.8,75,161,96,12,1,0,11,10,25,8,0,Matches
271,Bernardo,br BRA,DF,Brighton,eng Premier League,23,1995,19.5,62,37,45,11,6,20,36,55.6,16,255,95,37.3,157,80,18,49,16,1,33,50,112,69,0,Matches
272,Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,1997,38.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,6,0,Matches
273,Juan Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,25,1993,20.4,48,28,26,18,4,23,64,35.9,41,418,126,30.1,170,176,72,41,5,0,36,14,62,35,0,Matches
274,Antoine Bernede,fr FRA,MF,Paris S-G,fr Ligue 1,19,1999,1.9,14,6,4,9,1,7,17,41.2,10,54,15,27.8,11,36,7,4,1,0,3,3,17,2,1,Matches
275,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,20,1998,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
276,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,28,1989,24.0,47,24,24,17,6,13,30,43.3,17,309,103,33.3,134,112,63,36,6,0,30,36,83,52,0,Matches
277,Daniel Bessa,it ITA,MF,Genoa,it Serie A,25,1993,27.1,55,36,29,20,6,16,53,30.2,37,711,173,24.3,193,367,151,35,3,0,32,23,78,11,0,Matches
278,Marcus Bettinelli,eng ENG,GK,Fulham,eng Premier League,26,1992,7.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
279,Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,18,2000,8.0,28,18,18,10,0,8,14,57.1,6,99,32,32.3,68,25,6,20,3,0,17,8,36,28,1,Matches
280,Jonathan Biabiany,fr FRA,FWMF,Parma,it Serie A,30,1988,11.9,29,14,15,10,4,6,19,31.6,13,302,57,18.9,100,142,60,11,1,0,10,13,42,11,0,Matches
281,Giulian Biancone,fr FRA,DF,Monaco,fr Ligue 1,18,2000,1.0,4,2,3,0,1,1,4,25.0,3,20,8,40.0,12,6,2,1,0,0,1,2,6,2,0,Matches
282,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,28,1990,19.9,31,17,18,10,3,10,19,52.6,9,152,47,30.9,94,47,11,52,17,1,35,34,65,89,1,Matches
283,Pedro Bigas,es ESP,DF,Eibar,es La Liga,27,1990,6.5,6,5,2,2,2,3,6,50.0,3,48,24,50.0,25,21,2,3,0,0,3,8,14,25,0,Matches
284,Lucas Biglia,ar ARG,MF,Milan,it Serie A,32,1986,12.4,55,37,31,22,2,18,57,31.6,39,377,114,30.2,189,163,25,26,3,0,23,13,68,25,0,Matches
285,Philip Billing,dk DEN,MF,Huddersfield,eng Premier League,22,1996,24.3,74,47,28,38,8,17,51,33.3,34,624,199,31.9,221,306,97,58,15,2,43,66,140,54,0,Matches
286,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,25,1992,35.5,54,26,32,14,8,18,40,45.0,22,404,101,25.0,204,159,41,78,15,0,63,30,84,101,1,Matches
287,Davide Biraschi,it ITA,DF,Genoa,it Serie A,24,1994,31.6,68,42,42,24,2,25,61,41.0,36,464,126,27.2,268,170,26,48,11,0,37,45,113,135,0,Matches
288,Valter Birsa,si SVN,MFFW,Cagliari,it Serie A,31,1986,3.9,3,2,0,2,1,2,7,28.6,5,85,24,28.2,17,40,28,4,0,0,4,5,8,1,0,Matches
289,Valter Birsa,si SVN,MFFW,Chievo,it Serie A,31,1986,12.2,18,11,6,9,3,8,24,33.3,16,217,50,23.0,35,119,63,11,0,0,11,6,24,9,0,Matches
290,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,21,1996,19.7,66,43,40,22,4,14,39,35.9,25,503,126,25.0,205,250,48,38,7,0,31,29,95,29,1,Matches
291,Leonardo Bittencourt,de GER,MF,Hoffenheim,de Bundesliga,24,1993,11.9,31,25,9,19,3,9,40,22.5,31,350,87,24.9,101,196,53,22,2,0,20,13,44,1,0,Matches
292,Alejandro Blanco,es ESP,FWMF,Alavés,es La Liga,19,1998,0.2,0,0,0,0,0,0,2,0.0,2,4,1,25.0,1,2,1,1,0,0,1,0,0,1,0,Matches
293,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,23,1995,25.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,1,0,0,1,0,0,3,3,Matches
294,Ludovic Blas,fr FRA,MFFW,Guingamp,fr Ligue 1,20,1997,26.4,59,43,26,28,5,15,47,31.9,32,789,196,24.8,201,461,127,50,7,0,43,24,83,13,0,Matches
295,Pablo de Blasis,ar ARG,FW,Mainz 05,de Bundesliga,30,1988,1.0,0,0,0,0,0,0,0,,0,11,2,18.2,6,3,2,0,0,0,0,0,0,0,0,Matches
296,Pablo de Blasis,ar ARG,DFMF,Eibar,es La Liga,30,1988,16.9,29,17,14,9,6,14,43,32.6,29,294,91,31.0,78,135,81,29,0,0,29,11,40,30,0,Matches
297,Alexis Blin,fr FRA,MF,Amiens,fr Ligue 1,21,1996,22.1,74,58,29,36,9,22,90,24.4,68,540,140,25.9,171,312,57,47,13,0,34,23,97,56,0,Matches
298,Danny Blum,de GER,FW,Eint Frankfurt,de Bundesliga,27,1991,0.0,0,0,0,0,0,0,0,,0,3,1,33.3,2,1,0,0,0,0,0,0,0,4,0,Matches
299,Emmanuel Boateng,gh GHA,FW,Levante,es La Liga,22,1996,7.8,3,1,0,2,1,0,1,0.0,1,143,33,23.1,12,70,61,5,1,0,4,1,4,4,0,Matches
300,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,29,1988,18.8,20,9,13,7,0,5,18,27.8,13,92,36,39.1,40,44,8,19,7,1,12,12,32,52,0,Matches
301,Kevin-Prince Boateng,gh GHA,FW,Barcelona,es La Liga,31,1987,2.7,2,1,0,1,1,0,3,0.0,3,37,11,29.7,1,12,24,3,0,0,3,1,3,3,0,Matches
302,Kevin-Prince Boateng,gh GHA,FW,Sassuolo,it Serie A,31,1987,10.4,6,4,0,3,3,1,5,20.0,4,133,28,21.1,7,68,58,8,3,1,5,2,8,9,0,Matches
303,Antonin Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,23.9,32,21,17,11,4,15,64,23.4,49,659,131,19.9,169,395,95,36,4,0,32,15,47,14,0,Matches
304,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,23,1995,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
305,Mathieu Bodmer,fr FRA,MFFW,Amiens,fr Ligue 1,35,1982,11.9,16,12,5,9,2,4,14,28.6,10,176,44,25.0,22,97,57,8,2,0,6,4,20,11,0,Matches
306,Adam Bodzek,de GER,MFDF,Düsseldorf,de Bundesliga,32,1985,17.7,43,26,25,18,0,11,32,34.4,21,307,89,29.0,121,173,13,15,5,0,10,13,56,48,0,Matches
307,Jean-Paul Boëtius,nl NED,MFFW,Mainz 05,de Bundesliga,24,1994,23.6,58,36,20,31,7,17,58,29.3,41,683,153,22.4,155,343,185,57,2,0,55,31,89,13,0,Matches
308,Sacha Boey,fr FRA,DFMF,Rennes,fr Ligue 1,17,2000,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,1,0,Matches
309,Jeremie Boga,ci CIV,FWMF,Sassuolo,it Serie A,21,1997,16.0,12,10,6,5,1,4,12,33.3,8,303,88,29.0,74,135,94,16,1,0,15,7,19,2,0,Matches
310,Willy Boly,ci CIV,DF,Wolves,eng Premier League,27,1991,35.2,89,49,50,36,3,29,61,47.5,32,333,130,39.0,212,115,6,78,35,0,43,56,145,208,1,Matches
311,Léo Bonatini,br BRA,FW,Wolves,eng Premier League,24,1994,1.5,0,0,0,0,0,0,3,0.0,3,21,5,23.8,1,7,13,2,0,0,2,1,1,0,0,Matches
312,Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,28,1989,7.2,3,2,1,2,0,2,11,18.2,9,100,23,23.0,37,43,20,5,0,0,5,7,10,5,1,Matches
313,Daniele Bonera,it ITA,DF,Villarreal,es La Liga,37,1981,2.6,0,0,0,0,0,0,0,,0,10,3,30.0,9,1,0,5,5,1,0,2,2,10,0,Matches
314,Gaëtan Bong,cm CMR,DF,Brighton,eng Premier League,30,1988,20.1,22,12,12,7,3,6,13,46.2,7,210,72,34.3,116,70,24,44,7,0,37,29,51,51,3,Matches
315,Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,22,1996,25.6,48,29,38,9,1,19,45,42.2,26,330,100,30.3,228,92,10,54,23,0,31,27,75,95,1,Matches
316,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,31,1987,27.5,20,12,13,6,1,9,14,64.3,5,148,52,35.1,86,50,12,38,18,0,20,19,39,103,0,Matches
317,Fabio Borini,it ITA,FWMF,Milan,it Serie A,27,1991,11.7,16,11,5,9,2,7,19,36.8,12,251,58,23.1,73,113,65,29,1,0,28,8,24,29,0,Matches
318,Robin Bormuth,de GER,DF,Düsseldorf,de Bundesliga,22,1995,6.8,5,1,5,0,0,1,7,14.3,6,62,22,35.5,49,12,1,7,4,0,3,2,7,54,4,Matches
319,Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
320,Olivier Boscagli,fr FRA,DFMF,Nice,fr Ligue 1,20,1997,9.6,15,6,10,3,2,8,24,33.3,16,128,40,31.3,71,43,14,28,1,0,27,13,28,22,0,Matches
321,Gabriel Boschilia,br BRA,FWMF,Nantes,fr Ligue 1,22,1996,14.7,29,18,12,10,7,6,40,15.0,34,389,98,25.2,97,190,102,23,2,0,21,9,38,8,0,Matches
322,John Bostock,tt TRI,MF,Toulouse,fr Ligue 1,26,1992,10.9,25,13,13,12,0,8,28,28.6,20,256,56,21.9,89,135,32,14,2,0,12,11,36,12,0,Matches
323,Denis Bouanga,ga GAB,FWMF,Nîmes,fr Ligue 1,23,1994,29.3,65,44,32,26,7,16,73,21.9,57,678,160,23.6,184,331,163,46,1,0,45,11,76,22,0,Matches
324,Zacharie Boucher,fr FRA,GK,Angers,fr Ligue 1,26,1992,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
325,Ryad Boudebouz,dz ALG,MF,Celta Vigo,es La Liga,28,1990,8.0,10,5,2,5,3,3,11,27.3,8,215,48,22.3,37,106,72,13,1,0,12,2,12,5,0,Matches
326,Ryad Boudebouz,dz ALG,MFFW,Betis,es La Liga,28,1990,6.0,8,5,2,4,2,3,9,33.3,6,80,26,32.5,15,43,22,7,1,0,6,2,10,3,0,Matches
327,Sofiane Boufal,ma MAR,MFFW,Celta Vigo,es La Liga,24,1993,23.2,33,21,18,10,5,9,48,18.8,39,469,114,24.3,133,223,113,34,0,0,34,8,41,9,0,Matches
