,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1381,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,33,32,2928,32.5,3,0,3,0,0,5,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.6,1.5,0.03,0.02,0.05,0.03,0.05,Matches
1382,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,37,34,3062,34.0,1,2,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,1.4,1.4,2.6,4.0,0.04,0.08,0.12,0.04,0.12,Matches
1383,Borja Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,1,1,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.38,0.38,0.00,0.38,Matches
1384,Toni Lato,es ESP,DF,Valencia,es La Liga,19,1997,16,9,797,8.9,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.8,0.9,0.01,0.09,0.10,0.01,0.10,Matches
1385,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,27,1989,29,27,2352,26.1,2,1,2,0,0,7,0,0.08,0.04,0.11,0.08,0.11,2.0,2.0,2.6,4.6,0.08,0.10,0.18,0.08,0.18,Matches
1386,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,28,1989,22,20,1608,17.9,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,1.2,1.2,0.00,0.07,0.07,0.00,0.07,Matches
1387,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,29,1987,10,8,622,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
1388,Diego Laxalt,uy URU,DFMF,Genoa,it Serie A,24,1993,32,32,2806,31.2,3,3,3,0,0,2,0,0.10,0.10,0.19,0.10,0.19,1.8,1.8,2.1,3.9,0.06,0.07,0.13,0.06,0.13,Matches
1389,Miguel Layún,mx MEX,DF,Sevilla,es La Liga,29,1988,16,11,1184,13.2,2,0,2,0,0,4,0,0.15,0.00,0.15,0.15,0.15,1.3,1.3,1.8,3.1,0.10,0.13,0.23,0.10,0.23,Matches
1390,Achraf Lazaar,ma MAR,MFDF,Benevento,it Serie A,25,1992,9,6,478,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.4,0.7,0.06,0.07,0.12,0.06,0.12,Matches
1391,Valentino Lazaro,at AUT,MFFW,Hertha BSC,de Bundesliga,21,1996,26,19,1864,20.7,2,5,2,0,0,4,0,0.10,0.24,0.34,0.10,0.34,2.1,2.1,3.4,5.4,0.10,0.16,0.26,0.10,0.26,Matches
1392,Darko Lazović,rs SRB,MFDF,Genoa,it Serie A,26,1990,21,12,1242,13.8,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,2.2,2.9,0.06,0.16,0.22,0.06,0.22,Matches
1393,Manuel Lazzari,it ITA,DFMF,SPAL,it Serie A,23,1993,36,36,3116,34.6,2,1,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,1.3,1.3,2.0,3.3,0.04,0.06,0.10,0.04,0.10,Matches
1394,Mickaël Le Bihan,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,7,0,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.04,0.24,0.28,0.04,0.28,Matches
1395,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,29,29,2534,28.2,0,3,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,0.9,1.3,0.01,0.03,0.05,0.01,0.05,Matches
1396,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,21,1996,32,19,1818,20.2,3,2,3,0,0,6,1,0.15,0.10,0.25,0.15,0.25,3.5,3.5,2.4,5.9,0.17,0.12,0.29,0.17,0.29,Matches
1397,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,26,19,1853,20.6,5,1,5,0,0,3,0,0.24,0.05,0.29,0.24,0.29,2.1,2.1,1.5,3.6,0.10,0.07,0.18,0.10,0.18,Matches
1398,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1399,Pierre Lees-Melou,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,34,33,2890,32.1,5,6,4,1,1,6,1,0.16,0.19,0.34,0.12,0.31,5.6,4.8,5.1,9.9,0.17,0.16,0.33,0.15,0.31,Matches
1400,Matthias Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,20,17,1515,16.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.00,0.02,0.01,0.02,Matches
1401,Lucas Leiva,br BRA,MF,Lazio,it Serie A,30,1987,36,35,2882,32.0,2,3,2,0,0,9,0,0.06,0.09,0.16,0.06,0.16,2.6,2.6,1.9,4.4,0.08,0.06,0.14,0.08,0.14,Matches
1402,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,24,24,2103,23.4,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.3,1.7,0.02,0.06,0.07,0.02,0.07,Matches
1403,Iñigo Lekue,es ESP,DFFW,Athletic Club,es La Liga,24,1993,32,22,2111,23.5,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,1.7,2.5,0.03,0.07,0.11,0.03,0.11,Matches
1404,Thomas Lemar,fr FRA,MFFW,Monaco,fr Ligue 1,21,1995,30,27,2378,26.4,2,8,2,0,0,1,0,0.08,0.30,0.38,0.08,0.38,4.2,4.2,7.3,11.5,0.16,0.28,0.43,0.16,0.43,Matches
1405,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,25,20,1720,19.1,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.5,1.3,0.04,0.03,0.07,0.04,0.07,Matches
1406,Mauricio Lemos,uy URU,DFMF,Las Palmas,es La Liga,21,1995,16,14,1261,14.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.05,0.02,0.07,0.05,0.07,Matches
1407,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,8,8,701,7.8,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.0,0.7,0.09,0.00,0.09,0.09,0.09,Matches
1408,Dylan Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,3,1,142,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
1409,Clément Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,35,33,3001,33.3,3,1,3,0,0,9,0,0.09,0.03,0.12,0.09,0.12,2.3,2.3,0.5,2.8,0.07,0.02,0.08,0.07,0.08,Matches
1410,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,30,1987,14,13,1118,12.4,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,1.4,2.0,0.05,0.11,0.16,0.05,0.16,Matches
1411,Aaron Lennon,eng ENG,FWMF,Everton,eng Premier League,30,1987,15,9,793,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.04,0.05,0.09,0.04,0.09,Matches
1412,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,33,2970,33.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1413,Pedro León,es ESP,FWMF,Eibar,es La Liga,30,1986,12,10,929,10.3,0,3,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,1.3,1.3,2.0,3.3,0.12,0.20,0.32,0.12,0.32,Matches
1414,Sergio León,es ESP,FW,Betis,es La Liga,28,1989,31,23,1978,22.0,11,1,11,0,1,5,0,0.50,0.05,0.55,0.50,0.55,9.8,9.0,1.8,10.8,0.44,0.08,0.53,0.41,0.49,Matches
1415,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,37,37,3283,36.5,3,1,3,0,0,8,0,0.08,0.03,0.11,0.08,0.11,4.4,4.4,2.1,6.6,0.12,0.06,0.18,0.12,0.18,Matches
1416,Mehdi Léris,fr FRA,MFFW,Chievo,it Serie A,19,1998,4,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1417,Jefferson Lerma,co COL,MF,Levante,es La Liga,22,1994,26,25,2135,23.7,0,1,0,0,0,16,0,0.00,0.04,0.04,0.00,0.04,1.4,1.4,0.9,2.3,0.06,0.04,0.10,0.06,0.10,Matches
1418,Maxime Lestienne,be BEL,MFFW,Málaga,es La Liga,25,1992,12,8,669,7.4,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,1.1,1.1,0.6,1.6,0.14,0.08,0.22,0.14,0.22,Matches
1419,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1420,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,27,1990,29,25,2141,23.8,1,0,1,0,0,6,2,0.04,0.00,0.04,0.04,0.04,0.8,0.8,1.4,2.3,0.03,0.06,0.09,0.03,0.09,Matches
1421,Timo Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,7,5,416,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1422,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,30,24,2172,24.1,29,2,23,6,7,1,0,1.20,0.08,1.28,0.95,1.04,29.6,24.3,2.9,27.2,1.23,0.12,1.35,1.01,1.13,Matches
1423,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,7,4,437,4.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.00,0.14,0.14,0.00,0.14,Matches
1424,Stephan Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,27,21,1704,18.9,0,2,0,0,1,6,0,0.00,0.11,0.11,0.00,0.11,0.8,0.1,0.5,0.6,0.04,0.03,0.07,0.00,0.03,Matches
1425,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,33,29,2602,28.9,5,5,4,1,1,6,0,0.17,0.17,0.35,0.14,0.31,3.4,2.6,6.4,9.0,0.12,0.22,0.34,0.09,0.31,Matches
1426,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,11,11,865,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
1427,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,33,30,2657,29.5,2,3,2,0,0,3,0,0.07,0.10,0.17,0.07,0.17,1.9,1.9,5.3,7.3,0.07,0.18,0.25,0.07,0.25,Matches
1428,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,23,1994,17,13,1285,14.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.03,0.03,0.00,0.03,Matches
1429,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,29,21,2139,23.8,3,1,3,0,0,8,0,0.13,0.04,0.17,0.13,0.17,3.0,3.0,2.0,4.9,0.13,0.08,0.21,0.13,0.21,Matches
1430,Jesse Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,33,20,1817,20.2,8,5,8,0,0,2,0,0.40,0.25,0.64,0.40,0.64,8.4,8.4,3.5,11.9,0.42,0.17,0.59,0.42,0.59,Matches
1431,Pol Lirola,es ESP,DFMF,Sassuolo,it Serie A,19,1997,24,22,2025,22.5,0,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,2.0,2.2,0.01,0.09,0.10,0.01,0.10,Matches
1432,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,34,30,2674,29.7,2,2,2,0,0,5,0,0.07,0.07,0.13,0.07,0.13,2.7,2.7,1.9,4.6,0.09,0.06,0.15,0.09,0.15,Matches
1433,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1434,Adem Ljajić,rs SRB,MFFW,Torino,it Serie A,25,1991,27,23,2166,24.1,6,10,6,0,0,2,0,0.25,0.42,0.66,0.25,0.66,5.0,5.0,7.9,12.9,0.21,0.33,0.54,0.21,0.54,Matches
1435,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,27,26,2326,25.8,3,0,3,0,0,9,1,0.12,0.00,0.12,0.12,0.12,2.3,2.3,0.0,2.3,0.09,0.00,0.09,0.09,0.09,Matches
1436,Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,32,1985,16,1,238,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.9,0.9,0.5,1.3,0.33,0.18,0.51,0.33,0.51,Matches
1437,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,13,5,546,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07,Matches
1438,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1439,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,33,18,1776,19.7,4,3,4,0,0,2,0,0.20,0.15,0.35,0.20,0.35,3.0,3.0,1.9,4.8,0.15,0.09,0.24,0.15,0.24,Matches
1440,Simone Lo Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.10,0.27,0.37,0.10,0.37,Matches
1441,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,38,34,3061,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.01,0.02,0.02,0.01,0.02,Matches
1442,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,6,3,224,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,1.0,1.0,0.1,1.1,0.39,0.06,0.45,0.39,0.45,Matches
1443,Manuel Locatelli,it ITA,MF,Milan,it Serie A,19,1998,21,5,684,7.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.7,0.03,0.06,0.09,0.03,0.09,Matches
1444,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,eng Premier League,21,1996,24,21,1874,20.8,2,3,2,0,0,1,0,0.10,0.14,0.24,0.10,0.24,3.6,3.6,2.8,6.4,0.17,0.13,0.31,0.17,0.31,Matches
1445,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,4,1,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1446,Joe Lolley,eng ENG,FWMF,Huddersfield,eng Premier League,24,1992,6,2,221,2.5,1,0,1,0,0,1,0,0.41,0.00,0.41,0.41,0.41,0.2,0.2,0.0,0.2,0.07,0.02,0.09,0.07,0.09,Matches
1447,David Lombán,es ESP,DF,Eibar,es La Liga,30,1987,13,11,994,11.0,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
1448,Cristiano Lombardi,it ITA,DFMF,Benevento,it Serie A,21,1995,17,13,1112,12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,1.0,1.0,2.1,3.1,0.08,0.17,0.25,0.08,0.25,Matches
1449,Kevin Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16,16,1440,16.0,1,2,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19,0.7,0.7,0.9,1.6,0.05,0.05,0.10,0.05,0.10,Matches
1450,Shane Long,ie IRL,FW,Southampton,eng Premier League,30,1987,30,15,1582,17.6,2,1,2,0,0,6,0,0.11,0.06,0.17,0.11,0.17,4.7,4.7,1.7,6.3,0.27,0.09,0.36,0.27,0.36,Matches
1451,Ademola Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,11,7,574,6.4,5,3,5,0,0,1,0,0.78,0.47,1.25,0.78,1.25,2.3,2.3,3.4,5.8,0.36,0.54,0.90,0.36,0.90,Matches
1452,Ademola Lookman,eng ENG,FWMF,Everton,eng Premier League,19,1997,7,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.05,0.36,0.42,0.05,0.42,Matches
1453,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1454,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,38,32,2531,28.1,15,5,15,0,0,2,0,0.53,0.18,0.71,0.53,0.71,9.8,9.8,5.5,15.3,0.35,0.20,0.54,0.35,0.54,Matches
1455,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,33,1983,21,18,1594,17.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.00,0.03,0.03,0.00,0.03,Matches
1456,Adrián López,es ESP,FWMF,La Coruña,es La Liga,29,1988,30,26,2345,26.1,9,6,9,0,0,1,0,0.35,0.23,0.58,0.35,0.58,7.5,7.5,5.3,12.7,0.29,0.20,0.49,0.29,0.49,Matches
1457,Alberto López,es ESP,DF,Málaga,es La Liga,22,1995,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1458,Andoni López,es ESP,DF,Athletic Club,es La Liga,21,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
1459,David López,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,37,3330,37.0,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,1.5,1.5,0.5,1.9,0.04,0.01,0.05,0.04,0.05,Matches
1460,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,10,10,853,9.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1461,Iván López,es ESP,DF,Levante,es La Liga,23,1993,3,3,173,1.9,0,1,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,0.0,0.0,0.3,0.3,0.01,0.14,0.15,0.01,0.15,Matches
1462,Javi López,es ESP,DF,Espanyol,es La Liga,31,1986,14,12,966,10.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.05,0.06,0.01,0.06,Matches
1463,Lisandro López,ar ARG,DF,Inter,it Serie A,27,1989,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1464,Maxi López,ar ARG,FW,Udinese,it Serie A,33,1984,28,20,1684,18.7,2,2,1,1,1,1,0,0.11,0.11,0.21,0.05,0.16,4.1,3.4,1.3,4.7,0.22,0.07,0.29,0.18,0.25,Matches
1465,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,24,14,1378,15.3,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,2.5,2.9,0.03,0.16,0.19,0.03,0.19,Matches
1466,Pau López,es ESP,GK,Espanyol,es La Liga,22,1994,29,28,2567,28.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1467,Pedro López,es ESP,GK,Betis,es La Liga,22,1995,5,4,412,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1468,Víctor López,es ESP,MFFW,Alavés,es La Liga,20,1997,1,1,60,0.7,0,1,0,0,0,0,0,0.00,1.50,1.50,0.00,1.50,0.1,0.1,0.3,0.3,0.10,0.38,0.48,0.10,0.48,Matches
1469,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,38,3420,38.0,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02,Matches
1470,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,29,24,2127,23.6,2,1,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,0.3,1.9,0.06,0.01,0.08,0.06,0.08,Matches
1471,Chris Löwe,de GER,DF,Huddersfield,eng Premier League,28,1989,23,19,1588,17.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.04,0.06,0.02,0.06,Matches
1472,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,26,25,2295,25.5,0,3,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.0,0.0,1.6,1.7,0.00,0.06,0.07,0.00,0.07,Matches
1473,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,14,4,471,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.8,1.8,0.7,2.4,0.34,0.12,0.46,0.34,0.46,Matches
1474,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,0.07,0.00,0.07,0.07,0.07,Matches
1475,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22,1995,34,33,2916,32.4,0,3,0,0,0,11,0,0.00,0.09,0.09,0.00,0.09,1.0,1.0,3.3,4.4,0.03,0.10,0.13,0.03,0.13,Matches
1476,José Luis Morales,es ESP,MFFW,Levante,es La Liga,30,1987,35,35,3058,34.0,10,8,7,3,3,7,1,0.29,0.24,0.53,0.21,0.44,8.4,6.2,5.3,11.5,0.25,0.16,0.40,0.18,0.34,Matches
1477,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,26,22,1979,22.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.8,1.8,0.5,2.3,0.08,0.02,0.10,0.08,0.10,Matches
1478,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31,1985,20,19,1659,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.2,0.2,1.4,1.7,0.01,0.08,0.09,0.01,0.09,Matches
1479,Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,30,29,2622,29.1,1,1,1,0,0,12,0,0.03,0.03,0.07,0.03,0.07,0.6,0.6,2.2,2.7,0.02,0.07,0.09,0.02,0.09,Matches
1480,David Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,10,9,840,9.3,1,0,1,0,0,4,1,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.7,0.07,0.01,0.08,0.07,0.08,Matches
1481,Douglas Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,15,1,309,3.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.14,0.14,0.28,0.14,0.28,Matches
1482,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,11,7,642,7.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
1483,Jordan Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,30,10,1355,15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,1.6,1.6,1.5,3.1,0.10,0.10,0.20,0.10,0.20,Matches
1484,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,34,33,2867,31.9,16,7,16,0,1,4,0,0.50,0.22,0.72,0.50,0.72,15.2,14.5,5.1,19.6,0.48,0.16,0.64,0.45,0.61,Matches
1485,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1486,Dodi Lukebakio,be BEL,MFFW,Watford,eng Premier League,19,1997,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.14,0.17,0.31,0.14,0.31,Matches
1487,Saša Lukić,rs SRB,MF,Levante,es La Liga,20,1996,16,12,994,11.0,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,2.0,2.1,0.01,0.18,0.19,0.01,0.19,Matches
1488,Senad Lulić,ba BIH,DFMF,Lazio,it Serie A,31,1986,35,30,2426,27.0,3,4,2,1,1,7,2,0.11,0.15,0.26,0.07,0.22,2.4,1.6,3.2,4.8,0.09,0.12,0.21,0.06,0.18,Matches
1489,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.26,0.00,0.26,0.26,0.26,Matches
1490,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,23,22,2021,22.5,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,2.2,2.4,0.01,0.10,0.11,0.01,0.11,Matches
1491,Arnaud Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,4,1,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
