,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
2233,Baissama Sankoh,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,17.1,19,17,11,7,1,2,20,10.0,18,263,81,30.8,80,151,32,31,9,0,22,25,44,41,1,Matches
2234,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,0.4,1,1,0,1,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,1,0,0,Matches
2235,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,16.8,9,5,3,3,3,1,7,14.3,6,249,55,22.1,18,94,137,13,4,0,9,7,16,11,0,Matches
2236,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,24.1,47,28,14,18,15,13,45,28.9,32,520,147,28.3,91,271,158,35,0,0,35,28,75,3,0,Matches
2237,Nicola Sansone,it ITA,FWMF,Villarreal,es La Liga,25,1991,7.1,8,6,3,3,2,3,9,33.3,6,129,32,24.8,19,63,47,5,2,0,3,0,8,1,0,Matches
2238,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,28.8,56,36,25,26,5,12,58,20.7,46,421,116,27.6,152,233,36,40,7,0,33,46,102,41,1,Matches
2239,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,30.9,15,11,3,7,5,1,22,4.5,21,505,123,24.4,18,224,263,15,4,0,11,7,22,33,0,Matches
2240,Davide Santon,it ITA,DF,Inter,it Serie A,26,1991,9.3,25,14,16,9,0,7,17,41.2,10,117,43,36.8,75,36,6,19,3,0,16,7,32,26,1,Matches
2241,Christian Santos,ve VEN,FW,Alavés,es La Liga,29,1988,4.8,3,1,2,1,0,0,5,0.0,5,89,17,19.1,2,52,35,4,1,0,3,3,6,8,0,Matches
2242,Douglas Santos,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,26.4,89,51,53,33,3,37,80,46.3,43,482,162,33.6,221,212,49,77,2,0,75,33,122,90,2,Matches
2243,Samir Santos,br BRA,DF,Udinese,it Serie A,22,1994,28.5,67,41,41,22,4,16,38,42.1,22,372,129,34.7,232,123,17,60,14,0,46,34,101,156,2,Matches
2244,Antonio Santurro,it ITA,GK,Bologna,it Serie A,25,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2245,Riccardo Saponara,it ITA,MFFW,Fiorentina,it Serie A,25,1991,10.0,9,9,4,4,1,1,12,8.3,11,184,53,28.8,22,88,74,6,1,0,5,2,11,4,0,Matches
2246,Pablo Sarabia,es ESP,FWMF,Sevilla,es La Liga,25,1992,26.6,24,14,13,9,2,11,54,20.4,43,583,134,23.0,128,296,159,55,2,0,53,30,54,11,0,Matches
2247,Yusuf Sari,tr TUR,FW,Marseille,fr Ligue 1,18,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2248,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,25,1992,19.9,62,40,41,16,5,20,33,60.6,13,263,95,36.1,133,89,41,38,4,0,34,27,89,16,0,Matches
2249,Ismaila Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,19,1998,20.6,18,15,5,7,6,5,20,25.0,15,335,73,21.8,54,158,123,14,0,0,14,12,30,3,0,Matches
2250,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,18,1999,14.7,20,11,14,6,0,6,17,35.3,11,106,33,31.1,72,27,7,23,10,0,13,25,45,30,0,Matches
2251,Imanol Sarriegi,es ESP,MFFW,Eibar,es La Liga,22,1995,0.5,3,3,1,1,1,1,2,50.0,1,6,2,33.3,2,3,1,1,0,0,1,1,4,0,0,Matches
2252,Marco Sau,it ITA,FWMF,Cagliari,it Serie A,29,1987,14.6,16,13,4,5,7,2,11,18.2,9,238,66,27.7,36,107,95,12,0,0,12,4,20,2,0,Matches
2253,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,26,1991,25.5,27,12,20,7,0,11,34,32.4,23,165,54,32.7,116,45,4,45,25,0,20,38,65,121,2,Matches
2254,Gianluca Scamacca,it ITA,FW,Sassuolo,it Serie A,18,1999,0.3,0,0,0,0,0,0,1,0.0,1,5,1,20.0,0,4,1,1,0,0,1,0,0,0,0,Matches
2255,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25,1991,24.7,51,27,41,10,0,19,47,40.4,28,212,62,29.2,139,67,6,46,22,1,24,37,88,117,3,Matches
2256,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28,1989,14.6,25,12,16,8,1,18,36,50.0,18,170,51,30.0,102,49,19,16,4,0,12,21,46,65,2,Matches
2257,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,30,1987,22.1,43,29,20,16,7,17,52,32.7,35,364,83,22.8,146,172,46,11,2,0,9,14,57,28,0,Matches
2258,Eros Schiavon,it ITA,MFDF,SPAL,it Serie A,34,1983,4.3,12,8,5,6,1,3,8,37.5,5,82,23,28.0,34,35,13,9,2,0,7,1,13,4,0,Matches
2259,Patrik Schick,cz CZE,FW,Roma,it Serie A,21,1996,11.0,9,7,1,4,4,1,12,8.3,11,215,60,27.9,13,89,113,20,2,0,18,1,10,8,0,Matches
2260,Julian Schieber,de GER,MFFW,Hertha BSC,de Bundesliga,28,1989,0.6,1,1,0,0,1,1,1,100.0,0,22,5,22.7,5,10,7,0,0,0,0,0,1,1,0,Matches
2261,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27,1990,36.3,101,58,63,36,2,30,54,55.6,24,470,183,38.9,301,161,8,84,34,0,50,64,165,331,1,Matches
2262,Sven Schipplock,de GER,FWMF,Hamburger SV,de Bundesliga,28,1988,3.8,3,3,1,2,0,0,3,0.0,3,120,27,22.5,11,62,47,4,0,0,4,1,4,2,0,Matches
2263,Jeffrey Schlupp,gh GHA,DFMF,Crystal Palace,eng Premier League,24,1992,19.4,66,32,37,25,4,18,41,43.9,23,288,87,30.2,133,99,56,55,9,0,46,33,99,75,0,Matches
2264,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,1986,32.9,0,0,0,0,0,0,3,0.0,3,2,0,0.0,2,0,0,2,0,0,2,1,1,6,1,Matches
2265,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29,1988,16.6,29,25,15,13,1,11,32,34.4,21,245,91,37.1,109,106,30,41,4,0,37,26,55,74,1,Matches
2266,Jonathan Schmid,fr FRA,DFFW,Augsburg,de Bundesliga,27,1990,16.4,26,14,9,11,6,8,18,44.4,10,244,55,22.5,65,117,62,29,2,0,27,7,33,41,1,Matches
2267,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,28,1988,1.8,5,2,5,0,0,3,9,33.3,6,51,14,27.5,26,21,4,6,0,0,6,3,8,3,0,Matches
2268,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22,1994,0.9,2,1,2,0,0,2,3,66.7,1,8,4,50.0,2,5,1,0,0,0,0,0,2,2,0,Matches
2269,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,27,1989,23.7,69,46,39,27,3,20,56,35.7,36,488,139,28.5,200,255,33,25,9,0,16,60,129,59,1,Matches
2270,Alessandro Schöpf,at AUT,DFMF,Schalke 04,de Bundesliga,23,1994,9.0,28,19,14,11,3,8,23,34.8,15,255,80,31.4,84,127,44,18,0,0,18,10,38,21,1,Matches
2271,Nico Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,24,1993,19.8,36,23,14,16,6,9,24,37.5,15,318,108,34.0,109,146,63,36,5,0,31,13,49,33,0,Matches
2272,André Schürrle,de GER,FW,Dortmund,de Bundesliga,26,1990,13.7,18,11,8,3,7,3,23,13.0,20,201,63,31.3,28,74,99,13,1,0,12,9,27,8,0,Matches
2273,Julian Schuster,de GER,DFMF,Freiburg,de Bundesliga,32,1985,14.5,15,9,6,7,2,6,11,54.5,5,119,34,28.6,58,51,10,24,13,0,11,10,25,68,1,Matches
2274,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,30,1987,25.8,72,45,28,40,4,20,61,32.8,41,428,134,31.3,144,237,47,32,6,0,26,36,108,55,0,Matches
2275,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,1992,32.3,0,0,0,0,0,0,1,0.0,1,4,1,25.0,1,0,3,1,0,0,1,0,0,3,2,Matches
2276,Simone Scuffet,it ITA,GK,Udinese,it Serie A,21,1996,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,1,Matches
2277,Sergio Segura García,es ESP,DF,Leganés,es La Liga,21,1995,0.3,,2,,,,,,,,,,,,,,,,,,1,,,,Matches
2278,Ernest Seka,gn GUI,DF,Strasbourg,fr Ligue 1,30,1987,24.2,56,36,42,10,4,19,46,41.3,27,199,65,32.7,131,54,14,42,7,0,35,39,95,63,2,Matches
2279,Vahid Selimović,lu LUX,DF,Metz,fr Ligue 1,20,1997,11.7,17,8,10,6,1,8,12,66.7,4,105,39,37.1,68,35,2,19,9,1,10,16,33,39,1,Matches
2280,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,22,1995,21.0,10,7,3,4,3,1,8,12.5,7,418,89,21.3,26,224,168,22,3,0,19,5,15,18,0,Matches
2281,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,23,1994,22.9,59,40,20,35,4,18,61,29.5,43,383,104,27.2,130,207,46,43,13,0,30,28,87,37,1,Matches
2282,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,23,1993,16.6,33,20,17,10,6,12,22,54.5,10,228,68,29.8,93,90,45,16,1,0,15,20,53,17,1,Matches
2283,Rúben Semedo,pt POR,DFMF,Villarreal,es La Liga,23,1994,2.6,6,3,6,0,0,1,4,25.0,3,23,9,39.1,16,7,0,6,2,0,4,6,12,12,0,Matches
2284,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,21,1995,11.6,25,21,11,12,2,9,30,30.0,21,239,78,32.6,75,118,46,19,2,0,17,11,36,10,0,Matches
2285,Luigi Sepe,it ITA,GK,Napoli,it Serie A,26,1991,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2286,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,20,1997,18.9,58,35,24,24,10,11,52,21.2,41,485,126,26.0,123,261,101,38,3,0,35,20,78,14,0,Matches
2287,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,26,1991,29.1,18,15,7,7,4,8,45,17.8,37,436,107,24.5,124,216,96,23,4,0,19,31,49,19,1,Matches
2288,Julien Serrano,fr FRA,DF,Monaco,fr Ligue 1,19,1998,3.1,2,1,0,1,1,0,2,0.0,2,39,10,25.6,23,9,7,6,0,0,6,3,5,7,1,Matches
2289,Grégory Sertic,fr FRA,DFMF,Marseille,fr Ligue 1,27,1989,3.9,4,2,4,0,0,1,6,16.7,5,20,4,20.0,12,8,0,10,7,0,3,7,11,17,0,Matches
2290,Stéphane Sessègnon,bj BEN,MF,Montpellier,fr Ligue 1,33,1984,10.9,2,1,0,2,0,1,7,14.3,6,138,25,18.1,27,92,19,4,0,0,4,2,4,2,0,Matches
2291,Lee Seung-woo,kr KOR,MFFW,Hellas Verona,it Serie A,19,1998,4.0,5,3,0,3,2,1,9,11.1,8,104,24,23.1,29,44,31,1,0,0,1,2,7,0,0,Matches
2292,Stephan El Shaarawy,it ITA,FW,Roma,it Serie A,24,1992,23.9,27,15,9,10,8,4,20,20.0,16,363,101,27.8,64,121,178,23,1,0,22,20,47,5,1,Matches
2293,Meritan Shabani,al ALB,FW,Bayern Munich,de Bundesliga,18,1999,0.6,2,1,1,0,1,1,5,20.0,4,11,3,27.3,3,4,4,1,0,0,1,0,2,0,0,Matches
2294,Xherdan Shaqiri,ch SUI,FWMF,Stoke City,eng Premier League,25,1991,33.8,32,16,10,14,8,16,37,43.2,21,399,95,23.8,72,196,131,12,2,0,10,30,62,6,0,Matches
2295,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,22,1995,8.8,17,11,9,7,1,11,19,57.9,8,116,39,33.6,57,37,22,20,2,0,18,9,26,21,1,Matches
2296,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,29,1987,26.3,46,23,33,12,1,17,29,58.6,12,270,84,31.1,170,86,14,56,26,0,30,35,81,284,2,Matches
2297,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,25,1992,25.2,41,24,19,18,4,13,45,28.9,32,329,94,28.6,146,151,32,31,9,0,22,44,85,50,0,Matches
2298,Gaku Shibasaki,jp JPN,MFFW,Getafe,es La Liga,25,1992,11.1,18,9,5,10,3,6,15,40.0,9,341,69,20.2,59,190,92,10,1,0,9,13,31,4,0,Matches
2299,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,25,1992,23.9,52,31,22,23,7,16,39,41.0,23,241,88,36.5,94,99,48,29,4,0,25,48,100,23,1,Matches
2300,Sidnei,br BRA,DF,La Coruña,es La Liga,27,1989,19.8,37,23,27,10,0,14,27,51.9,13,190,63,33.2,131,53,6,31,11,0,20,36,73,87,3,Matches
2301,Jaime Sierra Mateos,es ESP,FWMF,Leganés,es La Liga,19,1998,0.3,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
2302,Vincent Sierro,ch SUI,MFFW,Freiburg,de Bundesliga,21,1995,2.4,9,5,2,7,0,1,4,25.0,3,57,20,35.1,6,38,13,1,1,0,0,3,12,0,0,Matches
2303,Gylfi Sigurðsson,is ISL,MFFW,Everton,eng Premier League,27,1989,25.1,38,24,16,16,6,16,58,27.6,42,582,136,23.4,177,270,135,54,6,0,48,24,62,36,0,Matches
2304,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,27,1990,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
2305,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,28,1989,8.5,23,15,9,12,2,6,29,20.7,23,223,66,29.6,60,127,36,13,2,0,11,18,41,5,0,Matches
2306,André Silva,pt POR,FW,Milan,it Serie A,21,1995,10.4,8,5,0,5,3,1,4,25.0,3,219,51,23.3,6,103,110,7,0,0,7,2,10,7,0,Matches
2307,Bernardo Silva,pt POR,FWMF,Manchester City,eng Premier League,22,1994,17.0,28,20,11,10,7,8,37,21.6,29,303,95,31.4,72,139,92,20,1,0,19,13,41,8,1,Matches
2308,David Silva,es ESP,MF,Manchester City,eng Premier League,31,1986,27.0,38,23,10,21,7,12,45,26.7,33,380,104,27.4,72,175,133,31,5,0,26,22,60,10,0,Matches
2309,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,26,1991,23.1,22,16,18,2,2,10,24,41.7,14,238,69,29.0,143,71,24,58,10,1,48,34,56,42,0,Matches
2310,Jonathan Silva,ar ARG,DF,Roma,it Serie A,23,1994,1.2,0,0,0,0,0,0,1,0.0,1,13,7,53.8,7,4,2,2,1,0,1,1,1,4,0,Matches
2311,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,32,1984,23.5,30,21,21,9,0,11,19,57.9,8,154,64,41.6,88,60,6,40,21,3,19,22,52,78,1,Matches
2312,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,32,1984,34.0,17,9,16,1,0,7,14,50.0,7,130,28,21.5,93,34,3,44,23,1,21,12,29,152,2,Matches
2313,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,26,1991,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2314,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,22,1995,33.3,45,35,11,20,14,4,35,11.4,31,719,199,27.7,58,321,340,33,6,0,27,8,53,31,0,Matches
2315,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,21,1996,3.5,7,2,5,2,0,0,4,0.0,4,33,9,27.3,26,6,1,7,3,0,4,10,17,16,0,Matches
2316,Stefan Simić,cz CZE,DF,Crotone,it Serie A,22,1995,6.2,11,5,8,3,0,4,6,66.7,2,60,18,30.0,33,26,1,9,3,0,6,5,16,43,0,Matches
2317,David Simón,es ESP,DF,Las Palmas,es La Liga,28,1988,8.0,21,18,9,8,4,6,17,35.3,11,147,44,29.9,57,70,20,15,4,0,11,13,34,12,0,Matches
2318,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,30,1987,25.6,44,22,34,8,2,21,55,38.2,34,256,70,27.3,147,85,24,74,21,0,53,49,93,111,0,Matches
2319,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,20,1996,0.8,2,0,1,1,0,1,3,33.3,2,11,1,9.1,8,3,0,1,0,0,1,1,3,0,0,Matches
2320,Josh Sims,eng ENG,FWMF,Southampton,eng Premier League,20,1997,1.8,4,3,2,2,0,1,5,20.0,4,51,20,39.2,16,16,19,5,0,0,5,2,6,0,0,Matches
2321,Jerome Sinclair,eng ENG,FWMF,Watford,eng Premier League,20,1996,0.3,0,0,0,0,0,0,0,,0,10,1,10.0,1,7,2,1,0,0,1,2,2,0,0,Matches
2322,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,28,1989,24.4,13,9,2,7,4,2,11,18.2,9,327,84,25.7,16,156,155,21,1,0,20,7,20,21,0,Matches
2323,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,28,1988,22.9,46,31,41,4,1,19,40,47.5,21,199,68,34.2,143,52,4,36,11,0,25,64,110,54,0,Matches
2324,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,29,1988,4.8,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2325,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,1987,37.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,2,Matches
2326,Moussa Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,27,1989,15.4,24,15,13,7,4,13,20,65.0,7,239,79,33.1,74,120,45,21,2,0,19,13,37,23,0,Matches
2327,Pione Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,22,1995,28.0,18,14,10,3,5,9,33,27.3,24,489,139,28.4,132,226,131,19,2,0,17,15,33,1,1,Matches
2328,Antonio Sivera,es ESP,GK,Alavés,es La Liga,20,1996,0.7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2329,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,22,1995,33.9,72,53,33,36,3,25,74,33.8,49,701,173,24.7,216,386,99,71,7,0,64,60,132,31,2,Matches
2330,Łukasz Skorupski,pl POL,GK,Roma,it Serie A,26,1991,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2331,Milan Škriniar,sk SVK,DF,Inter,it Serie A,22,1995,38.0,107,67,83,20,4,45,72,62.5,27,301,112,37.2,203,86,12,69,29,0,40,19,126,180,0,Matches
2332,Islam Slimani,dz ALG,FW,Newcastle Utd,eng Premier League,29,1988,1.5,0,0,0,0,0,0,1,0.0,1,20,5,25.0,0,11,9,0,0,0,0,1,1,1,0,Matches
2333,Islam Slimani,dz ALG,FWMF,Leicester City,eng Premier League,29,1988,2.8,2,2,1,1,0,0,6,0.0,6,75,21,28.0,11,36,28,1,0,0,1,0,2,3,0,Matches
2334,Naïm Sliti,tn TUN,FWMF,Dijon,fr Ligue 1,25,1992,25.4,44,28,19,17,8,18,46,39.1,28,445,114,25.6,92,199,154,21,2,0,19,16,60,4,0,Matches
2335,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,27,1989,28.2,43,29,27,16,0,12,25,48.0,13,271,93,34.3,173,93,5,51,29,0,22,57,100,178,1,Matches
2336,Adam Smith,eng ENG,DFMF,Bournemouth,eng Premier League,26,1991,23.0,67,35,40,20,7,26,61,42.6,35,430,129,30.0,193,163,74,65,9,0,56,46,113,55,0,Matches
2337,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,25,1992,21.2,40,21,21,14,5,16,39,41.0,23,282,82,29.1,158,86,38,33,5,1,28,26,66,93,2,Matches
2338,Wesley Sneijder,nl NED,MFFW,Nice,fr Ligue 1,33,1984,4.4,1,1,0,1,0,0,1,0.0,1,40,5,12.5,5,19,16,1,0,0,1,2,3,1,0,Matches
2339,Cédric Soares,pt POR,DF,Southampton,eng Premier League,25,1991,31.0,59,25,45,11,3,29,51,56.9,22,424,122,28.8,241,124,59,66,12,0,54,35,94,106,0,Matches
2340,Ramadan Sobhi,eg EGY,FWMF,Stoke City,eng Premier League,20,1997,13.8,32,25,17,13,2,13,42,31.0,29,278,83,29.9,106,113,59,13,0,0,13,13,45,11,0,Matches
2341,Rubén Sobrino,es ESP,FWMF,Alavés,es La Liga,25,1992,16.3,32,18,8,18,6,5,32,15.6,27,480,97,20.2,86,250,144,26,3,0,23,8,40,7,0,Matches
2342,Dominic Solanke,eng ENG,FW,Liverpool,eng Premier League,19,1997,6.6,9,4,0,6,3,0,4,0.0,4,167,55,32.9,13,70,84,7,2,0,5,1,10,7,0,Matches
2343,Carlos Soler,es ESP,MFFW,Valencia,es La Liga,20,1997,26.3,47,27,16,20,11,19,43,44.2,24,627,154,24.6,182,315,130,42,1,0,41,12,59,22,1,Matches
2344,Somália,br BRA,MFFW,Toulouse,fr Ligue 1,28,1988,22.2,60,38,23,26,11,10,51,19.6,41,484,116,24.0,158,214,112,47,2,0,45,37,97,14,1,Matches
2345,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,28,1988,29.2,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0,Matches
2346,Kévin Soni,cm CMR,MF,Girona,es La Liga,19,1998,0.2,1,1,0,1,0,0,0,,0,4,0,0.0,1,2,1,0,0,0,0,0,1,0,0,Matches
2347,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,33,1983,29.0,34,16,29,4,1,11,35,31.4,24,184,65,35.3,137,42,5,48,25,1,23,45,79,107,0,Matches
2348,Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,27,1990,18.7,56,28,30,25,1,17,59,28.8,42,275,68,24.7,132,124,19,30,7,0,23,30,86,83,0,Matches
2349,David Soria,es ESP,GK,Sevilla,es La Liga,24,1993,14.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,1,1,Matches
2350,Roberto Soriano,it ITA,MFFW,Villarreal,es La Liga,26,1991,12.7,18,11,6,10,2,2,20,10.0,18,235,57,24.3,65,118,52,23,1,0,22,6,24,3,0,Matches
2351,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,38,1979,38.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,3,0,Matches
2352,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,27,1990,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,Matches
2353,Rayan Souici,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,1998,0.1,0,0,0,0,0,0,0,,0,6,1,16.7,3,3,0,0,0,0,0,0,0,0,0,Matches
2354,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,25,1992,13.2,10,5,8,2,0,1,2,50.0,1,40,16,40.0,28,11,1,31,21,0,10,17,27,43,3,Matches
2355,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,18,1999,5.7,15,11,10,5,0,5,11,45.5,6,112,23,20.5,35,68,9,7,0,0,7,6,21,6,0,Matches
2356,Samuel Souprayen,fr FRA,DF,Hellas Verona,it Serie A,28,1989,17.6,32,19,24,7,1,14,23,60.9,9,218,73,33.5,126,75,17,29,7,0,22,18,50,62,1,Matches
2357,Arnaud Souquet,fr FRA,DF,Nice,fr Ligue 1,25,1992,26.8,91,46,61,22,8,34,56,60.7,22,372,117,31.5,223,106,43,58,16,0,42,39,130,51,0,Matches
2358,Çağlar Söyüncü,tr TUR,DF,Freiburg,de Bundesliga,21,1996,23.9,42,22,24,16,2,13,31,41.9,18,252,84,33.3,174,70,8,41,21,0,20,35,77,154,1,Matches
2359,Luca Sparandeo,it ITA,DF,Benevento,it Serie A,17,1999,0.4,0,0,0,0,0,0,1,0.0,1,6,0,0.0,4,2,0,1,0,0,1,0,0,1,0,Matches
2360,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,38,1979,11.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
2361,Leonardo Spinazzola,it ITA,DF,Atalanta,it Serie A,24,1993,16.7,17,8,9,7,1,6,16,37.5,10,165,54,32.7,58,69,38,35,4,0,31,16,33,37,0,Matches
2362,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,34,1983,20.0,27,17,22,3,2,10,23,43.5,13,200,59,29.5,126,69,5,31,17,0,14,18,45,111,1,Matches
2363,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,25,1992,35.6,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,1,1,Matches
2364,Bassem Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,20,1997,9.7,15,6,6,7,2,2,13,15.4,11,117,26,22.2,34,53,30,20,2,0,18,11,26,4,0,Matches
2365,Kostas Stafylidis,gr GRE,DFMF,Stoke City,eng Premier League,23,1993,3.7,9,3,5,3,1,1,7,14.3,6,55,10,18.2,35,15,5,13,2,1,11,9,18,15,0,Matches
2366,Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,23,1993,0.4,1,0,1,0,0,0,0,,0,14,3,21.4,6,7,1,2,0,0,2,0,1,2,0,Matches
2367,Benjamin Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,26,1990,24.4,91,53,46,41,4,32,67,47.8,35,345,121,35.1,156,176,13,47,8,1,39,36,127,83,1,Matches
2368,Junior Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,27,1989,14.3,18,8,11,2,5,6,19,31.6,13,174,46,26.4,54,74,46,25,5,0,20,12,30,14,0,Matches
2369,Caleb Stanko,us USA,DFMF,Freiburg,de Bundesliga,24,1993,2.1,3,1,2,1,0,1,3,33.3,2,25,6,24.0,9,13,3,4,0,0,4,1,4,18,0,Matches
2370,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,22,1995,24.6,42,23,27,13,2,4,16,25.0,12,304,92,30.3,164,125,15,47,17,1,30,21,63,188,1,Matches
2371,Tom Starke,de GER,GK,Bayern Munich,de Bundesliga,36,1981,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2372,Timo Stavitski,fi FIN,FW,Caen,fr Ligue 1,18,1999,4.5,5,3,0,2,3,1,7,14.3,6,62,16,25.8,10,27,25,8,0,0,8,1,6,0,0,Matches
2373,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,25,1991,7.3,10,6,6,2,2,4,9,44.4,5,151,30,19.9,56,69,26,8,0,0,8,1,11,10,0,Matches
2374,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,21,1995,4.1,26,24,12,12,2,3,16,18.8,13,175,53,30.3,46,97,32,8,1,0,7,7,33,2,1,Matches
2375,Pascal Stenzel,de GER,DFMF,Freiburg,de Bundesliga,21,1996,21.6,57,38,34,22,1,20,53,37.7,33,433,122,28.2,216,178,39,30,3,0,27,20,77,48,0,Matches
