Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
554,Miguel Veloso,pt POR,MF,Hellas Verona,35-313,1986,13.4,677,852,79.5,13963,4301,230,276,83.3,324,371,87.3,117,185,63.2,2,1.9,+0.1,25,73,19,5,69,Matches
555,Lorenzo Venuti,it ITA,DF,Fiorentina,26-342,1995,10.8,512,611,83.8,10559,3291,173,193,89.6,242,278,87.1,91,128,71.1,0,0.3,-0.3,4,38,8,3,38,Matches
556,Daniele Verde,it ITA,FWMF,Spezia,25-273,1996,17.2,474,693,68.4,9541,2815,212,264,80.3,160,218,73.4,92,185,49.7,2,3.0,-1.0,27,34,20,7,61,Matches
557,Simone Verdi,it ITA,FWMF,Torino,29-251,1992,0.5,9,17,52.9,123,40,5,8,62.5,3,6,50.0,0,2,0.0,0,0.0,0.0,1,0,0,0,0,Matches
558,Simone Verdi,it ITA,FWMF,Salernitana,29-251,1992,3.8,100,144,69.4,1896,761,42,48,87.5,34,43,79.1,17,33,51.5,0,0.6,-0.6,6,7,7,3,15,Matches
559,Jordan Veretout,fr FRA,MF,Roma,29-019,1993,21.5,993,1174,84.6,20839,5356,323,357,90.5,476,529,90.0,186,265,70.2,6,4.0,+2.0,47,107,15,3,83,Matches
560,Edoardo Vergani,it ITA,FWMF,Salernitana,21-042,2001,1.0,9,18,50.0,150,42,5,8,62.5,2,3,66.7,2,3,66.7,0,0.0,0.0,0,3,0,0,1,Matches
561,Valerio Verre,it ITA,MFFW,Sampdoria,28-068,1994,4.7,147,225,65.3,3001,932,55,74,74.3,61,95,64.2,28,44,63.6,0,0.3,-0.3,7,20,11,4,23,Matches
562,Valerio Verre,it ITA,FWMF,Empoli,28-068,1994,1.0,26,41,63.4,467,92,14,17,82.4,9,15,60.0,3,7,42.9,0,0.0,0.0,0,0,2,0,3,Matches
563,Freddie Veseli,al ALB,DF,Salernitana,29-120,1992,6.6,171,203,84.2,3360,1449,67,71,94.4,78,90,86.7,24,39,61.5,0,0.0,0.0,0,10,2,2,8,Matches
564,Guglielmo Vicario,it ITA,GK,Empoli,25-164,1996,29.0,773,982,78.7,20570,12859,159,160,99.4,391,394,99.2,217,422,51.4,0,0.0,0.0,1,2,0,0,0,Matches
565,Arturo Vidal,cl CHI,MF,Inter,34-302,1987,6.8,403,461,87.4,7067,1805,212,228,93.0,132,149,88.6,51,73,69.9,1,1.1,-0.1,9,31,12,1,39,Matches
566,Ronaldo Vieira,gw GNB,MFFW,Sampdoria,23-244,1998,1.2,78,90,86.7,1430,211,35,38,92.1,38,42,90.5,5,10,50.0,0,0.0,0.0,0,6,1,0,2,Matches
567,Luca Vignali,it ITA,DF,Spezia,26-068,1996,0.9,42,51,82.4,772,150,16,16,100.0,24,26,92.3,2,5,40.0,0,0.0,0.0,0,1,0,0,1,Matches
568,Emanuel Vignato,it ITA,MFDF,Bologna,21-208,2000,6.1,309,371,83.3,5289,1538,172,191,90.1,103,118,87.3,34,44,77.3,0,1.7,-1.7,11,29,12,3,35,Matches
569,Matías Viña,uy URU,DF,Roma,24-131,1997,16.8,653,822,79.4,11321,4966,297,343,86.6,291,344,84.6,56,100,56.0,1,1.4,-0.4,11,45,14,6,63,Matches
570,Nicolas Viola,it ITA,MF,Bologna,32-159,1989,1.0,39,55,70.9,645,204,18,21,85.7,19,26,73.1,2,7,28.6,0,0.0,0.0,0,1,0,0,3,Matches
571,Mattia Viti,it ITA,DF,Empoli,20-055,2002,11.2,439,510,86.1,9266,2525,140,153,91.5,204,230,88.7,89,115,77.4,0,0.0,0.0,2,24,0,0,31,Matches
572,Dušan Vlahović,rs SRB,FW,Fiorentina,22-051,2000,20.6,279,400,69.8,5109,713,129,169,76.3,97,142,68.3,41,58,70.7,2,1.9,+0.1,21,20,11,2,22,Matches
573,Dušan Vlahović,rs SRB,FW,Juventus,22-051,2000,5.0,81,119,68.1,1495,221,40,55,72.7,24,35,68.6,14,21,66.7,0,0.5,-0.5,1,3,5,0,6,Matches
574,Mërgim Vojvoda,xk KVX,DF,Torino,27-047,1995,16.2,650,846,76.8,11276,4762,335,375,89.3,236,303,77.9,67,133,50.4,0,1.6,-1.6,14,58,20,10,73,Matches
575,Cristian Volpato,au AUS,MF,Roma,18-125,2003,0.3,10,15,66.7,203,43,3,4,75.0,6,9,66.7,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Matches
576,Stefan de Vrij,nl NED,DF,Inter,30-043,1992,20.4,1098,1174,93.5,22549,5743,329,345,95.4,586,603,97.2,161,199,80.9,0,0.0,0.0,0,38,3,0,32,Matches
577,Walace,br BRA,MF,Udinese,26-350,1995,24.9,993,1211,82.0,19702,5098,362,414,87.4,455,509,89.4,153,243,63.0,0,1.9,-1.9,21,109,13,2,88,Matches
578,Sebastian Walukiewicz,pl POL,DF,Cagliari,21-349,2000,3.1,153,167,91.6,3138,921,53,55,96.4,74,78,94.9,25,32,78.1,0,0.0,0.0,1,9,2,0,8,Matches
579,Magnus Warming,dk DEN,FWDF,Torino,21-285,2000,0.6,11,21,52.4,117,14,7,9,77.8,2,7,28.6,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
580,Kelvin Yeboah,it ITA,FW,Genoa,21-318,2000,5.8,72,116,62.1,1001,301,43,57,75.4,17,33,51.5,6,9,66.7,0,0.8,-0.8,8,6,1,1,5,Matches
581,Gerard Yepes,es ESP,MFDF,Sampdoria,19-207,2002,0.2,15,18,83.3,377,144,3,4,75.0,7,8,87.5,5,6,83.3,0,0.0,0.0,0,1,0,0,1,Matches
582,Maya Yoshida,jp JPN,DF,Sampdoria,33-208,1988,18.8,749,881,85.0,17551,5523,177,200,88.5,383,425,90.1,182,245,74.3,2,1.2,+0.8,5,41,4,1,39,Matches
583,Mattia Zaccagni,it ITA,FW,Lazio,26-277,1995,13.6,424,520,81.5,6245,1555,246,279,88.2,140,169,82.8,23,45,51.1,4,1.9,+2.1,18,16,25,2,53,Matches
584,Mattia Zaccagni,it ITA,MFFW,Hellas Verona,26-277,1995,2.0,60,75,80.0,925,383,35,37,94.6,15,23,65.2,7,10,70.0,0,0.8,-0.8,5,3,6,1,8,Matches
585,Denis Zakaria,ch SUI,MF,Juventus,25-120,1996,2.3,41,52,78.8,750,299,15,17,88.2,20,26,76.9,5,6,83.3,0,0.1,-0.1,1,4,2,1,7,Matches
586,Nicola Zalewski,pl POL,DF,Roma,20-056,2002,2.9,142,190,74.7,2610,886,62,78,79.5,61,71,85.9,17,36,47.2,0,0.2,-0.2,4,6,1,1,8,Matches
587,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,26-124,1995,15.4,808,904,89.4,12787,3038,426,462,92.2,300,332,90.4,56,70,80.0,0,1.2,-1.2,17,92,13,1,71,Matches
588,Nicolò Zaniolo,it ITA,FW,Roma,22-261,1999,18.8,351,484,72.5,6444,1554,169,201,84.1,123,160,76.9,49,83,59.0,1,2.1,-1.1,21,28,22,2,49,Matches
589,Alessandro Zanoli,it ITA,DF,Napoli,21-168,2000,0.5,24,34,70.6,387,79,12,14,85.7,9,12,75.0,3,6,50.0,0,0.0,0.0,0,0,0,0,3,Matches
590,Mattia Zanotti,it ITA,DF,Inter,19-068,2003,0.1,13,13,100.0,139,37,10,10,100.0,2,2,100.0,0,0,,0,0.1,-0.1,1,0,0,0,1,Matches
591,Duván Zapata,co COL,FW,Atalanta,30-353,1991,13.4,266,339,78.5,4105,579,153,185,82.7,86,112,76.8,20,27,74.1,4,2.4,+1.6,21,13,14,3,18,Matches
592,Gabriele Zappa,it ITA,DF,Cagliari,22-088,1999,12.0,450,597,75.4,8065,3674,196,224,87.5,201,245,82.0,47,96,49.0,0,1.2,-1.2,8,22,7,6,32,Matches
593,Davide Zappacosta,it ITA,DF,Atalanta,29-282,1992,17.7,819,994,82.4,12737,4479,451,488,92.4,310,376,82.4,42,81,51.9,3,2.7,+0.3,20,31,25,12,59,Matches
594,Simone Zaza,it ITA,FWMF,Torino,30-268,1991,1.4,34,44,77.3,503,88,20,25,80.0,11,14,78.6,2,2,100.0,0,0.0,0.0,0,1,1,0,2,Matches
595,Marvin Zeegelaar,nl NED,DF,Udinese,31-220,1990,5.7,192,248,77.4,3546,1482,74,90,82.2,90,114,78.9,23,36,63.9,0,0.0,0.0,2,12,1,0,16,Matches
596,Piotr Zieliński,pl POL,MF,Napoli,27-304,1994,19.6,829,985,84.2,13412,3539,407,452,90.0,319,382,83.5,67,93,72.0,5,2.9,+2.1,45,72,37,7,81,Matches
597,David Zima,cz CZE,DF,Torino,21-132,2000,9.5,349,405,86.2,6828,1415,118,136,86.8,176,193,91.2,48,63,76.2,0,0.4,-0.4,4,15,3,0,13,Matches
598,Jeroen Zoet,nl NED,GK,Spezia,31-073,1991,7.0,178,235,75.7,4850,2509,34,35,97.1,83,83,100.0,60,116,51.7,0,0.0,0.0,0,1,0,0,0,Matches
599,Nadir Zortea,it ITA,DFMF,Salernitana,22-274,1999,9.9,199,305,65.2,3862,1952,87,107,81.3,78,119,65.5,28,58,48.3,2,0.7,+1.3,6,13,13,11,22,Matches
600,Szymon Żurkowski,pl POL,MF,Empoli,24-176,1997,18.6,590,723,81.6,9746,2185,307,353,87.0,226,268,84.3,48,70,68.6,1,1.2,-0.2,18,45,16,2,54,Matches
601,Milan Đurić,ba BIH,FW,Salernitana,31-302,1990,15.8,252,416,60.6,3083,600,175,285,61.4,61,100,61.0,4,5,80.0,2,1.5,+0.5,14,16,1,0,18,Matches
602,Filip Đuričić,rs SRB,MFFW,Sassuolo,30-049,1992,7.0,168,206,81.6,2715,726,86,99,86.9,67,77,87.0,12,14,85.7,1,1.2,-0.2,10,13,17,0,32,Matches
